ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0381	8118	0.4114	2.7963	227	2	1	0.4059	0	0.24
ceod000075	0.0000	7449	0.3946	0.0000	0	0	0	0.0000	-1	0.00
ceod000084	0.0697	7249	0.3854	3.2832	238	5	0	0.3406	0	0.44
ceod000163	0.0168	6385	0.3649	1.6758	107	0	1	0.4356	0	0.13
ceod000194	0.2649	6100	0.3552	4.2623	260	6	10	0.3280	0	1.77
ceod000233	0.0690	5859	0.3439	3.8914	228	0	4	0.3936	0	0.39
ceod000276	0.0000	5652	0.3922	0.0000	0	0	0	0.0000	-1	0.00
ceod000295	0.0545	5560	0.3760	5.2698	293	2	1	0.3927	0	0.23
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0190	5324	0.4040	1.8971	101	0	1	0.4653	0	0.14
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0000	5169	0.3641	0.0000	0	0	0	0.0000	-1	0.00
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0832	4853	0.3841	4.4302	215	1	3	0.4629	0	0.44
ceod000537	0.0841	4803	0.4044	2.3111	111	2	2	0.4505	0	0.56
ceod000619	0.0219	4614	0.3966	2.1890	101	0	1	0.3960	0	0.15
ceod000635	0.0440	4593	0.3642	2.2208	102	1	1	0.3465	0	0.29
ceod000638	0.1981	4588	0.3933	3.0078	138	7	2	0.4598	0	1.23
ceod000661	0.0000	4536	0.3959	0.0000	0	0	0	0.0000	-1	0.00
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0000	4403	0.4208	0.0000	0	0	0	0.0000	-1	0.00
ceod000751	0.0231	4366	0.4024	2.3133	101	1	0	0.3465	0	0.15
ceod000756	0.0000	4359	0.3561	0.0000	0	0	0	0.0000	-1	0.00
ceod000808	0.2596	4280	0.3908	5.6776	243	5	6	0.3843	0	1.20
ceod000835	0.0000	4240	0.3816	0.0000	0	0	0	0.0000	-1	0.00
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.0483	4181	0.3581	2.7027	113	2	0	0.3861	0	0.30
ceod000922	0.0000	4105	0.3927	0.0000	0	0	0	0.0000	-1	0.00
ceod001012	0.0000	3995	0.4165	0.0000	0	0	0	0.0000	-1	0.00
ceod001099	0.0000	3902	0.3756	0.0000	0	0	0	0.0000	-1	0.00
ceod001120	0.0000	3878	0.3731	0.0000	0	0	0	0.0000	-1	0.00
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	0.0000	3814	0.3726	0.0000	0	0	0	0.0000	-1	0.00
ceod001201	0.0266	3794	0.4192	2.6621	101	0	1	0.4554	0	0.16
ceod001207	0.0267	3787	0.4203	2.6670	101	0	1	0.5050	0	0.16
ceod001275	0.2440	3725	0.3667	12.8054	477	4	5	0.4081	0	0.75
ceod001285	0.0000	3717	0.3737	0.0000	0	0	0	0.0000	-1	0.00
ceod001286	0.0272	3717	0.4305	2.7172	101	1	0	0.4455	0	0.16
ceod001296	0.0817	3707	0.3621	3.2371	120	2	1	0.3993	0	0.47
ceod001300	0.1917	3703	0.3943	6.3462	235	4	3	0.4300	0	0.93
ceod001315	0.0000	3683	0.3971	0.0000	0	0	0	0.0000	-1	0.00
ceod001329	0.0000	3671	0.3905	0.0000	0	0	0	0.0000	-1	0.00
ceod001349	0.1385	3645	0.3928	3.8683	141	0	5	0.4218	0	0.76
ceod001352	0.0832	3644	0.3793	4.3359	158	2	1	0.3399	0	0.42
ceod001442	0.0565	3578	0.3907	2.9067	104	2	0	0.4653	0	0.33
ceod001485	0.0000	3542	0.3925	0.0000	0	0	0	0.0000	-1	0.00
ceod001491	0.0000	3537	0.3782	0.0000	0	0	0	0.0000	-1	0.00
ceod001507	0.0861	3521	0.3771	3.0957	109	3	0	0.3894	0	0.49
ceod001512	0.0861	3519	0.3970	5.8255	205	1	2	0.3861	0	0.37
ceod001562	0.0290	3478	0.3930	2.9040	101	1	0	0.3564	0	0.17
ceod001598	0.0000	3454	0.3628	0.0000	0	0	0	0.0000	-1	0.00
ceod001626	0.0294	3435	0.3681	2.9403	101	1	0	0.4257	0	0.17
ceod001627	0.0000	3434	0.3620	0.0000	0	0	0	0.0000	-1	0.00
ceod001639	0.1179	3426	0.3914	7.6474	262	1	3	0.3762	0	0.46
ceod001662	0.0296	3413	0.4129	2.9593	101	0	1	0.3762	0	0.17
ceod001690	0.0000	3395	0.3779	0.0000	0	0	0	0.0000	-1	0.00
ceod001697	0.0000	3393	0.4162	0.0000	0	0	0	0.0000	-1	0.00
ceod001719	0.1195	3381	0.3853	6.5365	221	3	1	0.3663	0	0.51
ceod001738	0.0000	3366	0.3919	0.0000	0	0	0	0.0000	-1	0.00
ceod001762	0.0000	3351	0.3941	0.0000	0	0	0	0.0000	-1	0.00
ceod001795	0.0000	3326	0.3821	0.0000	0	0	0	0.0000	-1	0.00
ceod001807	0.2405	3322	0.3889	4.0036	133	8	0	0.4455	0	1.27
ceod001816	0.0000	3318	0.4057	0.0000	0	0	0	0.0000	-1	0.00
ceod001819	0.0304	3317	0.3920	3.0449	101	1	0	0.4851	0	0.17
ceod001821	0.0000	3315	0.3870	0.0000	0	0	0	0.0000	-1	0.00
ceod001849	0.0000	3295	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001858	0.0615	3287	0.3973	6.1454	202	1	1	0.4604	0	0.24
ceod001866	0.1232	3279	0.3803	5.4895	180	4	0	0.4035	0	0.57
ceod001885	0.0315	3267	0.3765	3.1527	103	0	1	0.4752	0	0.17
ceod001922	0.0622	3247	0.3650	3.2646	106	2	0	0.4208	0	0.34
ceod001924	0.0000	3247	0.3502	0.0000	0	0	0	0.0000	-1	0.00
ceod001930	0.0000	3242	0.3869	0.0000	0	0	0	0.0000	-1	0.00
ceod001966	0.2819	3224	0.4164	11.2593	363	5	4	0.4444	0	0.91
ceod001970	0.0314	3221	0.3636	3.1357	101	0	1	0.4059	0	0.17
ceod001971	0.0000	3219	0.3871	0.0000	0	0	0	0.0000	-1	0.00
ceod001993	0.0000	3205	0.3705	0.0000	0	0	0	0.0000	-1	0.00
ceod002053	0.4147	3166	0.3765	8.4018	266	10	3	0.4623	0	1.61
ceod002070	0.0000	3158	0.4056	0.0000	0	0	0	0.0000	-1	0.00
ceod002110	0.0000	3135	0.4130	0.0000	0	0	0	0.0000	-1	0.00
ceod002116	0.0000	3130	0.3690	0.0000	0	0	0	0.0000	-1	0.00
ceod002137	0.0647	3121	0.4058	6.4723	202	1	1	0.4010	0	0.25
ceod002203	0.0000	3085	0.3510	0.0000	0	0	0	0.0000	-1	0.00
ceod002208	0.0328	3083	0.3867	3.2760	101	1	0	0.3465	0	0.18
ceod002238	0.0329	3067	0.3779	3.2931	101	0	1	0.3762	0	0.18
ceod002245	0.1648	3064	0.3981	7.3760	226	4	1	0.4851	0	0.70
ceod002257	0.0000	3054	0.3795	0.0000	0	0	0	0.0000	-1	0.00
ceod002260	0.0331	3051	0.3714	3.3104	101	1	0	0.4950	0	0.18
ceod002269	0.0000	3048	0.3907	0.0000	0	0	0	0.0000	-1	0.00
ceod002277	0.0000	3043	0.3381	0.0000	0	0	0	0.0000	-1	0.00
ceod002306	0.0334	3027	0.3848	3.3366	101	0	1	0.4851	0	0.18
ceod002347	0.0336	3009	0.3961	3.3566	101	0	1	0.3663	0	0.18
ceod002352	0.0000	3004	0.3758	0.0000	0	0	0	0.0000	-1	0.00
ceod002372	0.2361	2995	0.4311	3.9065	117	4	3	0.3861	0	1.22
ceod002389	0.0338	2985	0.3810	3.3836	101	0	1	0.3168	0	0.18
ceod002390	0.3380	2985	0.3886	8.2412	246	5	5	0.3941	0	1.36
ceod002429	0.0340	2968	0.3679	3.4030	101	1	0	0.4158	0	0.18
ceod002488	0.0000	2938	0.3857	0.0000	0	0	0	0.0000	-1	0.00
ceod002493	0.0344	2936	0.3718	3.4401	101	0	1	0.3465	0	0.18
ceod002503	0.1034	2930	0.3849	4.0614	119	3	0	0.4356	0	0.52
ceod002534	0.0000	2910	0.3485	0.0000	0	0	0	0.0000	-1	0.00
ceod002569	0.0000	2893	0.4113	0.0000	0	0	0	0.0000	-1	0.00
ceod002570	0.0349	2893	0.3863	3.4912	101	0	1	0.4653	0	0.18
ceod002574	0.0000	2892	0.3709	0.0000	0	0	0	0.0000	-1	0.00
ceod002640	0.1409	2868	0.3654	7.6709	220	1	3	0.3936	0	0.55
ceod002655	0.0000	2861	0.3509	0.0000	0	0	0	0.0000	-1	0.00
ceod002660	0.0353	2859	0.3403	3.5327	101	1	0	0.3861	0	0.18
ceod002708	0.0000	2837	0.3413	0.0000	0	0	0	0.0000	-1	0.00
ceod002727	0.0000	2830	0.3619	0.0000	0	0	0	0.0000	-1	0.00
