ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0000	8118	0.4114	0.0000	0	0	0	0.0000	-1	0.00
ceod000075	0.0000	7449	0.3946	0.0000	0	0	0	0.0000	-1	0.00
ceod000084	0.2090	7249	0.3854	3.3798	245	12	3	0.3525	0	1.52
ceod000163	0.0158	6385	0.3649	1.5818	101	1	0	0.3366	0	0.12
ceod000194	0.2318	6100	0.3552	2.8525	174	3	11	0.3317	0	1.54
ceod000233	0.2586	5859	0.3439	2.2700	133	5	10	0.3861	0	1.83
ceod000276	0.0000	5652	0.3922	0.0000	0	0	0	0.0000	-1	0.00
ceod000295	0.0363	5560	0.3760	3.3633	187	1	1	0.4208	0	0.20
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0000	5169	0.3641	0.0000	0	0	0	0.0000	-1	0.00
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0416	4853	0.3841	2.3697	115	1	1	0.4950	0	0.28
ceod000537	0.0631	4803	0.4044	4.2890	206	1	2	0.4521	0	0.32
ceod000619	0.0219	4614	0.3966	2.1890	101	0	1	0.4158	0	0.15
ceod000635	0.0440	4593	0.3642	2.2425	103	1	1	0.3515	0	0.29
ceod000638	0.2422	4588	0.3933	7.4978	344	4	7	0.4554	0	1.22
ceod000661	0.0000	4536	0.3959	0.0000	0	0	0	0.0000	-1	0.00
ceod000708	0.0227	4449	0.4042	2.2702	101	1	0	0.4356	0	0.15
ceod000727	0.0229	4403	0.4208	2.2939	101	0	1	0.4752	0	0.15
