ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.9953	8118	0.4114	8.7090	707	27	53	0.4283	0	5.03
ceod000075	0.4881	7449	0.3946	8.1756	609	19	17	0.3529	0	2.02
ceod000084	1.6777	7249	0.3854	19.9062	1443	46	73	0.4082	0	5.63
ceod000163	2.7350	6385	0.3649	23.9624	1530	69	101	0.3403	0	6.27
ceod000194	1.1930	6100	0.3552	17.6230	1075	26	46	0.3793	0	3.72
ceod000233	3.3021	5859	0.3439	28.8274	1689	58	125	0.3707	0	7.94
ceod000276	0.1608	5652	0.3922	2.6716	151	5	4	0.4532	0	1.07
ceod000295	0.9669	5560	0.3760	35.5036	1974	19	22	0.4067	0	3.52
ceod000354	0.5106	5341	0.3960	11.7768	629	9	18	0.4210	0	2.20
ceod000362	0.7776	5324	0.4040	7.0811	377	8	33	0.3760	0	3.49
ceod000387	1.9097	5240	0.3236	15.3626	805	20	79	0.3876	0	6.16
ceod000405	1.1387	5169	0.3641	14.0646	727	16	42	0.3551	0	4.67
ceod000408	0.7410	5166	0.3906	11.8273	611	10	28	0.3675	0	2.52
ceod000449	2.0618	5046	0.3898	5.0931	257	37	66	0.4728	0	10.31
ceod000521	1.8675	4853	0.3841	19.8022	961	35	55	0.3346	0	6.96
ceod000537	1.4510	4803	0.4044	18.2386	876	44	25	0.4366	0	4.88
ceod000619	1.7133	4614	0.3966	18.9857	876	26	45	0.4013	0	4.79
ceod000635	2.6638	4593	0.3642	27.8032	1277	54	66	0.3720	0	7.01
ceod000638	0.5283	4588	0.3933	19.1587	879	15	9	0.4179	0	1.50
ceod000661	2.4929	4536	0.3959	24.6252	1117	44	69	0.3946	0	7.53
ceod000708	0.4311	4449	0.4042	6.2711	279	7	12	0.3064	0	1.78
ceod000727	0.6080	4403	0.4208	13.1047	577	16	11	0.4210	0	2.25
ceod000751	2.3580	4366	0.4024	18.1402	792	38	64	0.4064	0	6.47
ceod000756	0.1854	4359	0.3561	2.8447	124	3	5	0.3998	0	1.16
ceod000808	2.3598	4280	0.3908	27.1262	1161	55	45	0.3729	0	5.41
ceod000835	1.4988	4240	0.3816	25.9434	1100	26	37	0.4110	0	3.89
ceod000849	0.7647	4220	0.3936	10.0000	422	7	25	0.3976	0	2.67
ceod000873	0.3865	4181	0.3581	12.4133	519	8	8	0.3994	0	1.60
ceod000922	0.3937	4105	0.3927	20.0974	825	13	3	0.3379	0	0.95
ceod001012	3.2568	3995	0.4165	12.3655	494	37	90	0.3764	0	11.24
ceod001099	1.0835	3902	0.3756	18.9134	738	13	29	0.3357	0	3.50
ceod001120	0.5730	3878	0.3731	11.0882	430	5	17	0.3906	0	2.38
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	1.3506	3814	0.3726	29.1295	1111	21	30	0.3767	0	2.95
ceod001201	0.8084	3794	0.4192	20.1634	765	14	16	0.4281	0	2.67
ceod001207	2.8004	3787	0.4203	11.8828	450	42	63	0.5680	0	9.86
ceod001275	9.1756	3725	0.3667	70.5772	2629	147	190	0.3998	3	13.38
ceod001285	3.1520	3717	0.3737	33.1988	1234	40	76	0.3813	0	6.30
ceod001286	0.1902	3717	0.4305	6.4299	239	0	7	0.4498	0	0.90
ceod001296	1.8149	3707	0.3621	19.2069	712	23	44	0.3499	0	5.31
ceod001300	1.1726	3703	0.3943	12.2603	454	11	32	0.4402	0	4.39
ceod001315	0.6294	3683	0.3971	10.1819	375	5	18	0.3448	0	2.08
ceod001329	1.7330	3671	0.3905	11.9041	437	16	47	0.3083	0	7.01
ceod001349	1.2628	3645	0.3928	19.6159	715	14	32	0.4049	0	4.31
ceod001352	4.4816	3644	0.3793	16.0263	584	57	105	0.3610	0	15.47
