ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.8585	8118	0.4114	5.4201	440	31	38	0.4065	0	4.84
ceod000075	0.3788	7449	0.3946	5.5981	417	11	17	0.3561	0	1.88
ceod000084	0.5016	7249	0.3854	9.5599	693	24	12	0.4012	0	2.42
ceod000163	0.9176	6385	0.3649	18.3712	1173	35	23	0.3635	0	2.48
ceod000194	0.9941	6100	0.3552	15.4098	940	21	39	0.3830	0	2.91
ceod000233	1.1586	5859	0.3439	20.3789	1194	34	30	0.3846	0	3.92
ceod000276	0.1430	5652	0.3922	1.9639	111	1	7	0.4480	0	1.04
ceod000295	0.3446	5560	0.3760	5.2518	292	10	9	0.4059	0	1.96
ceod000354	0.3593	5341	0.3960	5.9539	318	3	16	0.4315	0	1.72
ceod000362	0.3768	5324	0.4040	5.0150	267	5	15	0.3584	0	2.00
ceod000387	0.6746	5240	0.3236	9.5802	502	11	24	0.4178	0	2.73
ceod000405	0.4490	5169	0.3641	6.8872	356	4	19	0.3358	0	2.12
ceod000408	0.5838	5166	0.3906	9.9497	514	12	18	0.3607	0	2.18
ceod000449	1.2810	5046	0.3898	4.4590	225	27	37	0.4810	0	6.95
ceod000521	0.6928	4853	0.3841	7.7890	378	25	9	0.3229	0	3.35
ceod000537	0.5888	4803	0.4044	7.7868	374	17	11	0.4544	0	2.68
ceod000619	0.6110	4614	0.3966	14.3910	664	12	16	0.4098	0	2.08
ceod000635	0.4847	4593	0.3642	12.1925	560	12	10	0.3699	0	1.74
ceod000638	0.2422	4588	0.3933	12.3583	567	6	5	0.4167	0	0.72
ceod000661	0.9114	4536	0.3959	8.4215	382	18	23	0.3917	0	3.82
ceod000708	0.3345	4449	0.4042	4.9449	220	7	8	0.3155	0	1.57
ceod000727	0.0688	4403	0.4208	4.5878	202	0	3	0.3993	0	0.33
ceod000751	1.2261	4366	0.4024	14.8420	648	8	45	0.4293	0	4.82
ceod000756	0.0695	4359	0.3561	4.9553	216	1	2	0.4158	0	0.32
ceod000808	1.5103	4280	0.3908	24.4860	1048	36	28	0.3843	0	4.86
ceod000835	0.2858	4240	0.3816	12.9481	549	4	8	0.4257	0	0.93
ceod000849	0.7621	4220	0.3936	5.8057	245	16	16	0.4202	0	3.53
ceod000873	0.5073	4181	0.3581	4.7835	200	13	8	0.4074	0	2.44
ceod000922	0.0246	4105	0.3927	2.4604	101	1	0	0.3168	0	0.15
ceod001012	2.2788	3995	0.4165	9.5870	383	41	49	0.3745	0	9.38
ceod001099	0.5469	3902	0.3756	13.6853	534	7	14	0.3564	0	1.72
ceod001120	0.2604	3878	0.3731	6.2919	244	6	4	0.3891	0	1.10
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	0.7150	3814	0.3726	16.8065	641	18	9	0.3800	0	2.02
ceod001201	1.1157	3794	0.4192	11.7554	446	19	23	0.4505	0	5.39
ceod001207	1.9469	3787	0.4203	6.8656	260	40	33	0.5838	0	8.52
ceod001275	4.7721	3725	0.3667	48.0000	1788	76	100	0.4066	0	8.91
ceod001285	1.7934	3717	0.3737	20.5004	762	24	42	0.3455	0	5.20
ceod001286	0.2174	3717	0.4305	3.8741	144	2	6	0.4196	0	1.23
ceod001296	0.5150	3707	0.3621	8.1737	303	11	8	0.3528	0	2.17
ceod001300	0.5423	3703	0.3943	9.9919	370	8	12	0.4421	0	2.44
ceod001315	0.3296	3683	0.3971	5.4575	201	3	9	0.3012	0	1.56
ceod001329	1.0545	3671	0.3905	11.0052	404	16	19	0.3151	0	4.05
ceod001349	0.3553	3645	0.3928	10.1235	369	6	7	0.4059	0	1.20
ceod001352	1.2901	3644	0.3793	7.3271	267	21	26	0.3505	0	5.41
ceod001442	0.5928	3578	0.3907	4.3879	157	11	10	0.4375	0	3.23
ceod001485	0.4848	3542	0.3925	9.2603	328	7	10	0.3978	0	1.93
ceod001491	1.3755	3537	0.3782	8.6514	306	16	32	0.3286	0	5.47
ceod001507	0.0000	3521	0.3771	0.0000	0	0	0	0.0000	-1	0.00
ceod001512	0.5195	3519	0.3970	6.8201	240	10	8	0.3498	0	2.31
ceod001562	0.9270	3478	0.3930	16.1875	563	17	15	0.3592	0	2.95
ceod001598	0.4085	3454	0.3628	8.8882	307	6	8	0.3366	0	1.61
ceod001626	0.3820	3435	0.3681	6.5502	225	2	11	0.3526	0	1.73
ceod001627	0.4394	3434	0.3620	11.2988	388	3	12	0.3659	0	1.60
ceod001639	1.5922	3426	0.3914	4.2907	147	16	38	0.4692	0	8.41
ceod001662	3.2848	3413	0.4129	16.7301	571	41	70	0.4364	0	9.09
ceod001690	0.5057	3395	0.3779	15.7290	534	11	6	0.3564	0	1.40
ceod001697	0.5953	3393	0.4162	15.1194	513	7	13	0.3891	0	1.57
ceod001719	1.3070	3381	0.3853	7.3647	249	23	21	0.3670	0	5.32
ceod001738	0.0942	3366	0.3919	4.7831	161	3	0	0.3300	0	0.45
ceod001762	1.4766	3351	0.3941	5.8788	197	15	34	0.3510	0	6.92
ceod001795	0.5920	3326	0.3821	5.8930	196	10	10	0.3767	0	2.56
ceod001807	4.6475	3322	0.3889	18.6033	618	61	92	0.4145	0	15.76
ceod001816	0.9114	3318	0.4057	7.5045	249	8	22	0.4521	0	4.08
ceod001819	1.4311	3317	0.3920	13.0540	433	23	24	0.4519	0	5.54
ceod001821	1.0048	3315	0.3870	20.6335	684	23	10	0.3576	0	2.57
ceod001849	0.1226	3295	0.3681	4.0668	134	3	1	0.5074	0	0.63
ceod001858	3.0173	3287	0.3973	31.7615	1044	35	63	0.4104	0	6.36
ceod001866	0.7414	3279	0.3803	18.9997	623	15	9	0.4097	0	1.92
ceod001885	1.0686	3267	0.3765	22.0080	719	13	13	0.3305	0	2.53
ceod001922	0.9258	3247	0.3650	11.2719	366	11	19	0.3723	0	3.14
ceod001924	1.0631	3247	0.3502	14.1977	461	18	16	0.3405	0	3.77
ceod001930	5.7668	3242	0.3869	57.1561	1853	45	91	0.4039	1	14.88
ceod001966	2.2246	3224	0.4164	20.5955	664	44	27	0.4149	0	5.63
ceod001970	0.2195	3221	0.3636	7.0165	226	0	7	0.4526	0	1.00
ceod001971	0.5548	3219	0.3871	18.6393	600	6	12	0.3394	0	1.46
ceod001993	1.2197	3205	0.3705	9.3604	300	21	18	0.4034	0	5.27
ceod002053	1.4814	3166	0.3765	19.1093	605	30	17	0.3834	0	4.44
ceod002070	0.4250	3158	0.4056	29.7973	941	0	7	0.3833	0	0.75
ceod002110	0.8054	3135	0.4130	8.1659	256	7	18	0.3382	0	3.12
ceod002116	1.7096	3130	0.3690	17.6038	551	33	20	0.3831	0	4.95
ceod002137	0.4207	3121	0.4058	18.0070	562	3	10	0.3785	0	1.04
ceod002203	0.3929	3085	0.3510	6.3857	197	7	5	0.3642	0	1.75
ceod002208	1.1139	3083	0.3867	14.0772	434	14	20	0.3416	0	3.56
ceod002238	1.6456	3067	0.3779	35.6700	1094	28	22	0.3697	0	3.56
ceod002245	1.2154	3064	0.3981	20.8551	639	20	17	0.4161	0	3.09
ceod002257	0.1991	3054	0.3795	6.8762	210	5	1	0.2888	0	0.79
ceod002260	0.6614	3051	0.3714	13.8643	423	5	15	0.4436	0	2.12
ceod002269	0.5627	3048	0.3907	7.4803	228	9	8	0.2673	0	2.75
ceod002277	0.2655	3043	0.3381	6.9997	213	2	6	0.3564	0	0.98
ceod002306	1.3680	3027	0.3848	29.4020	890	23	18	0.4050	0	2.63
ceod002347	0.9365	3009	0.3961	17.1153	515	16	12	0.3731	0	2.81
ceod002352	1.5376	3004	0.3758	28.0959	844	23	23	0.3610	0	3.22
ceod002372	1.3927	2995	0.4311	11.5860	347	19	21	0.4056	0	4.67
ceod002389	0.2030	2985	0.3810	7.1357	213	3	3	0.3597	0	0.79
ceod002390	1.4888	2985	0.3886	32.5963	973	30	14	0.3951	0	2.80
ceod002429	2.7914	2968	0.3679	29.8854	887	42	40	0.3721	0	7.34
ceod002488	0.2046	2938	0.3857	7.2498	213	3	3	0.3713	0	0.74
ceod002493	0.4816	2936	0.3718	4.9387	145	9	5	0.3663	0	2.30
ceod002503	1.7109	2930	0.3849	24.2662	711	24	26	0.3756	0	3.94
ceod002534	0.1320	2910	0.3485	3.2990	96	4	0	0.5173	0	0.71
ceod002569	1.3267	2893	0.4113	7.0169	203	15	23	0.3507	0	5.74
