ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0000	8118	0.4114	0.0000	0	0	0	0.0000	-1	0.00
ceod000075	0.0136	7449	0.3946	1.3559	101	1	0	0.4059	0	0.12
ceod000084	0.0139	7249	0.3854	1.3933	101	0	1	0.3663	0	0.12
ceod000163	0.0475	6385	0.3649	2.3023	147	3	0	0.3201	0	0.33
ceod000194	0.0662	6100	0.3552	2.5246	154	1	3	0.3441	0	0.45
ceod000233	0.1207	5859	0.3439	3.7549	220	1	6	0.4059	0	0.68
ceod000276	0.0536	5652	0.3922	1.8224	103	0	3	0.4587	0	0.40
ceod000295	0.0000	5560	0.3760	0.0000	0	0	0	0.0000	-1	0.00
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0000	5169	0.3641	0.0000	0	0	0	0.0000	-1	0.00
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0000	4853	0.3841	0.0000	0	0	0	0.0000	-1	0.00
ceod000537	0.0210	4803	0.4044	2.1029	101	1	0	0.4356	0	0.14
ceod000619	0.0000	4614	0.3966	0.0000	0	0	0	0.0000	-1	0.00
ceod000635	0.0220	4593	0.3642	2.1990	101	1	0	0.3663	0	0.15
ceod000638	0.0000	4588	0.3933	0.0000	0	0	0	0.0000	-1	0.00
ceod000661	0.0000	4536	0.3959	0.0000	0	0	0	0.0000	-1	0.00
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0000	4403	0.4208	0.0000	0	0	0	0.0000	-1	0.00
ceod000751	0.0000	4366	0.4024	0.0000	0	0	0	0.0000	-1	0.00
ceod000756	0.0000	4359	0.3561	0.0000	0	0	0	0.0000	-1	0.00
ceod000808	0.0713	4280	0.3908	2.6869	115	1	2	0.3828	0	0.44
ceod000835	0.0000	4240	0.3816	0.0000	0	0	0	0.0000	-1	0.00
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.0000	4181	0.3581	0.0000	0	0	0	0.0000	-1	0.00
ceod000922	0.0000	4105	0.3927	0.0000	0	0	0	0.0000	-1	0.00
ceod001012	0.0000	3995	0.4165	0.0000	0	0	0	0.0000	-1	0.00
ceod001099	0.0000	3902	0.3756	0.0000	0	0	0	0.0000	-1	0.00
ceod001120	0.0260	3878	0.3731	2.6044	101	0	1	0.4158	0	0.16
ceod001154	0.0263	3838	0.4140	2.6316	101	1	0	0.3861	0	0.16
ceod001177	0.0000	3814	0.3726	0.0000	0	0	0	0.0000	-1	0.00
ceod001201	0.0000	3794	0.4192	0.0000	0	0	0	0.0000	-1	0.00
ceod001207	0.0000	3787	0.4203	0.0000	0	0	0	0.0000	-1	0.00
ceod001275	0.2711	3725	0.3667	10.1208	377	8	2	0.3812	0	1.10
ceod001285	0.0000	3717	0.3737	0.0000	0	0	0	0.0000	-1	0.00
ceod001286	0.0815	3717	0.4305	5.5152	205	3	0	0.4257	0	0.36
ceod001296	0.1362	3707	0.3621	3.5069	130	5	0	0.4000	0	0.76
ceod001300	0.1091	3703	0.3943	3.2406	120	0	4	0.4406	0	0.62
ceod001315	0.0000	3683	0.3971	0.0000	0	0	0	0.0000	-1	0.00
ceod001329	0.0000	3671	0.3905	0.0000	0	0	0	0.0000	-1	0.00
ceod001349	0.3602	3645	0.3928	8.5322	311	5	8	0.4136	0	1.49
ceod001352	0.0554	3644	0.3793	3.0187	110	0	2	0.3564	0	0.32
ceod001442	0.1411	3578	0.3907	3.8290	137	1	4	0.4851	0	0.77
ceod001485	0.0000	3542	0.3925	0.0000	0	0	0	0.0000	-1	0.00
ceod001491	0.0000	3537	0.3782	0.0000	0	0	0	0.0000	-1	0.00
ceod001507	0.0000	3521	0.3771	0.0000	0	0	0	0.0000	-1	0.00
ceod001512	0.1148	3519	0.3970	9.8039	345	1	3	0.3960	0	0.37
ceod001562	0.0000	3478	0.3930	0.0000	0	0	0	0.0000	-1	0.00
ceod001598	0.0000	3454	0.3628	0.0000	0	0	0	0.0000	-1	0.00
ceod001626	0.0000	3435	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001627	0.0000	3434	0.3620	0.0000	0	0	0	0.0000	-1	0.00
ceod001639	0.3243	3426	0.3914	3.3567	115	3	8	0.4977	0	1.81
ceod001662	0.2071	3413	0.4129	9.2587	316	2	5	0.4045	0	0.85
ceod001690	0.0000	3395	0.3779	0.0000	0	0	0	0.0000	-1	0.00
ceod001697	0.0000	3393	0.4162	0.0000	0	0	0	0.0000	-1	0.00
ceod001719	0.0000	3381	0.3853	0.0000	0	0	0	0.0000	-1	0.00
ceod001738	0.0000	3366	0.3919	0.0000	0	0	0	0.0000	-1	0.00
ceod001762	0.0000	3351	0.3941	0.0000	0	0	0	0.0000	-1	0.00
ceod001795	0.0000	3326	0.3821	0.0000	0	0	0	0.0000	-1	0.00
ceod001807	0.1520	3322	0.3889	12.1011	402	2	3	0.4158	0	0.44
ceod001816	0.0000	3318	0.4057	0.0000	0	0	0	0.0000	-1	0.00
ceod001819	0.0000	3317	0.3920	0.0000	0	0	0	0.0000	-1	0.00
ceod001821	0.0000	3315	0.3870	0.0000	0	0	0	0.0000	-1	0.00
ceod001849	0.0000	3295	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001858	0.1229	3287	0.3973	3.1336	103	3	1	0.3837	0	0.69
ceod001866	0.3992	3279	0.3803	4.7271	155	9	4	0.3694	0	2.00
ceod001885	0.0618	3267	0.3765	3.6119	118	1	1	0.4703	0	0.33
ceod001922	0.0000	3247	0.3650	0.0000	0	0	0	0.0000	-1	0.00
ceod001924	0.0000	3247	0.3502	0.0000	0	0	0	0.0000	-1	0.00
ceod001930	0.0000	3242	0.3869	0.0000	0	0	0	0.0000	-1	0.00
ceod001966	0.1880	3224	0.4164	9.7705	315	3	3	0.4290	0	0.71
