ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0000	8118	0.4114	0.0000	0	0	0	0.0000	-1	0.00
ceod000075	0.0000	7449	0.3946	0.0000	0	0	0	0.0000	-1	0.00
ceod000084	0.1533	7249	0.3854	1.9727	143	6	5	0.3447	0	1.17
ceod000163	0.0168	6385	0.3649	1.6758	107	0	1	0.4158	0	0.13
ceod000194	0.1159	6100	0.3552	2.8689	175	2	5	0.3366	0	0.76
ceod000233	0.1034	5859	0.3439	3.5672	209	0	6	0.3911	0	0.65
ceod000276	0.0357	5652	0.3922	2.0347	115	0	2	0.4505	0	0.26
ceod000295	0.0727	5560	0.3760	3.0036	167	2	2	0.4158	0	0.45
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0195	5169	0.3641	1.9540	101	1	0	0.4059	0	0.14
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0832	4853	0.3841	5.2545	255	0	4	0.4629	0	0.40
ceod000537	0.0210	4803	0.4044	2.1029	101	1	0	0.4455	0	0.14
ceod000619	0.0000	4614	0.3966	0.0000	0	0	0	0.0000	-1	0.00
ceod000635	0.0880	4593	0.3642	2.3296	107	1	3	0.3614	0	0.58
ceod000638	0.2201	4588	0.3933	5.1439	236	3	7	0.4614	0	1.02
ceod000661	0.0223	4536	0.3959	2.2266	101	0	1	0.4455	0	0.15
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0229	4403	0.4208	2.2939	101	1	0	0.4554	0	0.15
