ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0000	8118	0.4114	0.0000	0	0	0	0.0000	-1	0.00
ceod000075	0.0136	7449	0.3946	1.3559	101	1	0	0.3564	0	0.12
ceod000084	0.0975	7249	0.3854	3.3798	245	5	2	0.3479	0	0.66
ceod000163	0.0326	6385	0.3649	3.2576	208	1	1	0.4109	0	0.18
ceod000194	0.2649	6100	0.3552	7.7705	474	9	7	0.3670	0	1.40
ceod000233	0.1551	5859	0.3439	4.0109	235	4	5	0.3872	0	0.98
ceod000276	0.0536	5652	0.3922	2.3355	132	2	1	0.4455	0	0.37
ceod000295	0.0182	5560	0.3760	1.8165	101	1	0	0.3762	0	0.13
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0195	5169	0.3641	1.9540	101	0	1	0.3762	0	0.14
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0208	4853	0.3841	2.0812	101	0	1	0.4356	0	0.14
ceod000537	0.0210	4803	0.4044	2.1029	101	0	1	0.4653	0	0.14
ceod000619	0.0438	4614	0.3966	4.3780	202	1	1	0.4802	0	0.20
ceod000635	0.0440	4593	0.3642	2.1990	101	2	0	0.3465	0	0.29
ceod000638	0.1321	4588	0.3933	5.0785	233	3	3	0.4703	0	0.70
ceod000661	0.0000	4536	0.3959	0.0000	0	0	0	0.0000	-1	0.00
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0229	4403	0.4208	2.2939	101	1	0	0.4752	0	0.15
ceod000751	0.0231	4366	0.4024	2.3133	101	1	0	0.4356	0	0.15
ceod000756	0.0000	4359	0.3561	0.0000	0	0	0	0.0000	-1	0.00
ceod000808	0.3068	4280	0.3908	3.5047	150	7	6	0.3800	0	1.76
ceod000835	0.0238	4240	0.3816	2.3821	101	0	1	0.4851	0	0.15
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.0242	4181	0.3581	2.4157	101	0	1	0.4356	0	0.15
ceod000922	0.0000	4105	0.3927	0.0000	0	0	0	0.0000	-1	0.00
ceod001012	0.0000	3995	0.4165	0.0000	0	0	0	0.0000	-1	0.00
ceod001099	0.0259	3902	0.3756	2.5884	101	0	1	0.3267	0	0.16
ceod001120	0.0521	3878	0.3731	2.8107	109	1	1	0.4059	0	0.31
ceod001154	0.0263	3838	0.4140	2.6316	101	0	1	0.3762	0	0.16
ceod001177	0.0000	3814	0.3726	0.0000	0	0	0	0.0000	-1	0.00
ceod001201	0.0266	3794	0.4192	2.6621	101	0	1	0.3960	0	0.16
ceod001207	0.0267	3787	0.4203	2.6670	101	0	1	0.4950	0	0.16
ceod001275	0.3254	3725	0.3667	15.3020	570	4	8	0.4191	0	1.02
ceod001285	0.0543	3717	0.3737	2.8518	106	2	0	0.4505	0	0.32
