ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.7714	8118	0.4114	8.9677	728	32	30	0.4200	0	3.67
ceod000075	0.5017	7449	0.3946	10.7665	802	17	20	0.3607	0	2.13
ceod000084	1.7691	7249	0.3854	41.7437	3026	32	78	0.4228	0	5.16
ceod000163	2.7936	6385	0.3649	32.2161	2057	93	77	0.3427	0	5.15
ceod000194	1.0939	6100	0.3552	18.2459	1113	18	48	0.3941	0	3.32
ceod000233	3.1353	5859	0.3439	40.6383	2381	35	136	0.3675	0	5.77
ceod000276	0.1430	5652	0.3922	2.6539	150	2	6	0.4480	0	0.95
ceod000295	0.4541	5560	0.3760	11.4748	638	6	19	0.3992	0	1.92
ceod000354	0.5329	5341	0.3960	13.7427	734	11	17	0.4148	0	1.67
ceod000362	0.5902	5324	0.4040	8.4523	450	7	24	0.3791	0	2.18
ceod000387	1.3882	5240	0.3236	13.5496	710	30	42	0.3958	0	4.61
ceod000405	0.8744	5169	0.3641	13.3295	689	12	33	0.3472	0	3.55
ceod000408	0.6808	5166	0.3906	10.3368	534	19	16	0.3610	0	2.60
ceod000449	1.1409	5046	0.3898	9.6314	486	14	43	0.4674	0	5.30
ceod000521	1.9909	4853	0.3841	29.4869	1431	31	65	0.3474	0	6.17
ceod000537	1.0304	4803	0.4044	15.9275	765	38	11	0.4377	0	3.14
ceod000619	1.3938	4614	0.3966	23.1036	1066	19	37	0.4033	0	3.69
ceod000635	2.0864	4593	0.3642	33.2898	1529	51	43	0.3683	0	5.19
ceod000638	0.6164	4588	0.3933	27.2014	1248	12	16	0.3992	0	1.29
ceod000661	1.4211	4536	0.3959	29.6958	1347	26	38	0.3913	0	4.31
ceod000708	0.5873	4449	0.4042	7.3275	326	6	20	0.3294	0	2.50
ceod000727	0.8020	4403	0.4208	15.5803	686	10	25	0.3966	0	2.54
ceod000751	3.9214	4366	0.4024	18.1860	794	50	115	0.4022	0	10.73
ceod000756	0.0927	4359	0.3561	4.7488	207	0	4	0.3540	0	0.42
ceod000808	1.6755	4280	0.3908	29.4393	1260	33	38	0.3803	0	3.13
ceod000835	1.1939	4240	0.3816	30.7783	1305	29	21	0.3931	0	2.33
ceod000849	0.7588	4220	0.3936	13.1754	556	7	25	0.4075	0	2.32
ceod000873	0.4107	4181	0.3581	13.6809	572	15	2	0.3716	0	1.42
ceod000922	0.4173	4105	0.3927	17.1255	703	16	1	0.3401	0	1.07
ceod001012	3.0383	3995	0.4165	14.4180	576	39	80	0.3711	0	10.51
ceod001099	1.3906	3902	0.3756	39.3132	1534	13	36	0.3385	0	3.68
ceod001120	0.1823	3878	0.3731	8.3548	324	3	4	0.4003	0	0.70
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	1.1917	3814	0.3726	39.1190	1492	13	32	0.3470	0	2.25
ceod001201	1.0672	3794	0.4192	33.4212	1268	24	16	0.4078	0	2.12
ceod001207	2.9337	3787	0.4203	11.8828	450	38	72	0.5743	0	10.61
ceod001275	9.6193	3725	0.3667	76.1611	2837	208	144	0.3945	6	10.74
ceod001285	3.8493	3717	0.3737	35.9161	1335	52	90	0.3806	0	7.06
ceod001286	0.1630	3717	0.4305	3.6589	136	2	4	0.4389	0	0.92
ceod001296	1.5781	3707	0.3621	28.3518	1051	19	39	0.3539	0	3.53
ceod001300	0.5455	3703	0.3943	10.5860	392	11	9	0.4030	0	1.91
ceod001315	0.4380	3683	0.3971	12.5170	461	2	14	0.3342	0	1.48
ceod001329	1.4857	3671	0.3905	17.6791	649	19	35	0.3104	0	4.57
ceod001349	0.8156	3645	0.3928	27.7092	1010	7	23	0.3970	0	2.01
ceod001352	3.8707	3644	0.3793	25.4391	927	43	97	0.3703	0	10.20
ceod001442	0.9282	3578	0.3907	8.1889	293	12	21	0.4379	0	4.34
ceod001485	0.6242	3542	0.3925	19.1417	678	5	17	0.3701	0	1.67
ceod001491	1.7506	3537	0.3782	21.7416	769	27	34	0.3469	0	5.87
ceod001507	0.2295	3521	0.3771	3.3513	118	5	3	0.3849	0	1.30
ceod001512	1.8659	3519	0.3970	28.3035	996	27	31	0.3626	0	3.68
ceod001562	1.8870	3478	0.3930	32.5187	1131	38	27	0.3548	0	3.41
ceod001598	1.8654	3454	0.3628	19.7452	682	19	45	0.3232	0	5.19
ceod001626	0.7790	3435	0.3681	15.5750	535	9	17	0.3903	0	2.71
ceod001627	1.2938	3434	0.3620	12.0559	414	7	37	0.3569	0	3.88
ceod001639	1.5324	3426	0.3914	10.3036	353	16	36	0.4629	0	7.32
ceod001662	5.5122	3413	0.4129	42.2209	1441	48	134	0.4347	0	12.22
ceod001690	0.8271	3395	0.3779	20.5596	698	17	11	0.4130	0	2.21
ceod001697	1.1312	3393	0.4162	43.9729	1492	21	17	0.4020	0	2.16
ceod001719	3.6099	3381	0.3853	35.6108	1204	32	88	0.3704	0	9.27
ceod001738	0.5083	3366	0.3919	21.1230	711	7	9	0.3824	0	1.19
ceod001762	1.3572	3351	0.3941	10.2954	345	14	31	0.3450	0	5.83
ceod001795	0.6921	3326	0.3821	15.8449	527	6	17	0.3569	0	2.18
ceod001807	6.5846	3322	0.3889	34.2264	1137	63	153	0.4109	0	16.15
ceod001816	1.2104	3318	0.4057	15.1597	503	6	34	0.4443	0	3.83
ceod001819	4.1691	3317	0.3920	48.4775	1608	43	91	0.4365	0	9.04
ceod001821	2.4697	3315	0.3870	44.3137	1469	39	42	0.3539	0	4.07
ceod001849	0.7050	3295	0.3681	9.6813	319	10	13	0.4791	0	2.49
ceod001858	4.2428	3287	0.3973	57.5297	1891	46	92	0.4195	1	6.88
ceod001866	0.8012	3279	0.3803	35.2547	1156	14	12	0.4059	0	1.34
ceod001885	1.5803	3267	0.3765	22.3753	731	24	27	0.3314	0	3.67
ceod001922	1.1198	3247	0.3650	27.1327	881	15	21	0.3542	0	2.43
