ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	1.0824	8118	0.4114	5.4201	440	27	60	0.4142	0	6.16
ceod000075	0.6373	7449	0.3946	8.7529	652	22	25	0.3632	0	2.98
ceod000084	1.1982	7249	0.3854	15.1745	1100	15	71	0.4344	0	5.45
ceod000163	3.3217	6385	0.3649	28.1284	1796	82	113	0.3556	0	7.77
ceod000194	1.0944	6100	0.3552	17.6721	1078	22	44	0.3893	0	3.44
ceod000233	2.7237	5859	0.3439	30.8244	1806	31	117	0.3736	0	6.11
ceod000276	0.1430	5652	0.3922	2.4770	140	2	6	0.4542	0	1.00
ceod000295	0.5086	5560	0.3760	10.0540	559	8	20	0.3943	0	2.22
ceod000354	0.5707	5341	0.3960	12.8815	688	9	21	0.4274	0	1.84
ceod000362	0.8920	5324	0.4040	6.9121	368	9	38	0.3697	0	3.95
ceod000387	1.7756	5240	0.3236	11.7176	614	42	50	0.3939	0	5.88
ceod000405	1.4032	5169	0.3641	13.4262	694	9	63	0.3511	0	5.40
ceod000408	0.8587	5166	0.3906	9.6012	496	23	21	0.3695	0	3.85
ceod000449	2.4019	5046	0.3898	8.2442	416	23	97	0.4735	0	12.16
ceod000521	1.3631	4853	0.3841	13.8059	670	21	45	0.3329	0	5.18
ceod000537	1.0725	4803	0.4044	13.4916	648	38	13	0.4403	0	3.77
ceod000619	1.7059	4614	0.3966	19.8526	916	25	36	0.4033	0	4.69
ceod000635	2.7435	4593	0.3642	25.3211	1163	61	62	0.3704	0	7.96
ceod000638	0.5724	4588	0.3933	19.0497	874	6	20	0.4330	0	1.52
ceod000661	2.4292	4536	0.3959	20.1279	913	36	74	0.3869	0	8.23
ceod000708	0.6102	4449	0.4042	9.6651	430	6	21	0.3293	0	2.64
ceod000727	0.3404	4403	0.4208	13.5135	595	8	7	0.3894	0	1.03
ceod000751	4.0401	4366	0.4024	18.1402	792	62	107	0.4101	0	12.45
ceod000756	0.2549	4359	0.3561	9.6811	422	6	5	0.3618	0	1.18
ceod000808	2.3362	4280	0.3908	24.6729	1056	58	41	0.3819	0	4.94
ceod000835	1.4955	4240	0.3816	23.2547	986	22	41	0.4169	0	4.08
ceod000849	0.9019	4220	0.3936	10.4028	439	10	28	0.4083	0	3.51
ceod000873	0.4590	4181	0.3581	8.9931	376	13	6	0.3954	0	2.02
ceod000922	0.2456	4105	0.3927	16.8331	691	10	0	0.3248	0	0.61
ceod001012	2.5066	3995	0.4165	13.2666	530	24	74	0.3818	0	8.83
ceod001099	1.2540	3902	0.3756	15.3511	599	10	38	0.3286	0	4.01
ceod001120	0.6511	3878	0.3731	11.9391	463	8	17	0.3941	0	2.85
ceod001154	0.0263	3838	0.4140	2.6316	101	0	1	0.3960	0	0.16
ceod001177	1.0063	3814	0.3726	25.5113	973	10	28	0.3804	0	2.33
ceod001201	1.2965	3794	0.4192	19.4518	738	23	26	0.4326	0	5.29
ceod001207	2.1069	3787	0.4203	9.1893	348	31	48	0.5824	0	8.19
ceod001275	8.0258	3725	0.3667	73.0201	2720	152	144	0.3899	4	10.93
ceod001285	3.0632	3717	0.3737	33.7369	1254	46	67	0.3659	0	6.77
ceod001286	0.1630	3717	0.4305	3.5513	132	3	3	0.4373	0	0.92
ceod001296	2.0361	3707	0.3621	24.5482	910	19	56	0.3496	0	6.24
ceod001300	1.4969	3703	0.3943	13.2325	490	21	34	0.4252	0	5.56
ceod001315	0.7698	3683	0.3971	11.7296	432	6	22	0.3214	0	2.65
ceod001329	2.0360	3671	0.3905	14.7644	542	16	58	0.3067	0	7.01
ceod001349	1.1056	3645	0.3928	19.7531	720	15	26	0.4006	0	3.41
ceod001352	4.6943	3644	0.3793	18.2766	666	45	125	0.3644	0	15.84
ceod001442	1.2135	3578	0.3907	5.3941	193	14	29	0.4467	0	5.78
