ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0370	8118	0.4114	1.4536	118	0	3	0.4686	0	0.32
ceod000075	0.0949	7449	0.3946	4.3899	327	2	5	0.3777	0	0.51
ceod000084	0.4737	7249	0.3854	5.7525	417	13	21	0.3789	0	2.55
ceod000163	0.3164	6385	0.3649	3.9468	252	8	12	0.4005	0	2.04
ceod000194	0.7451	6100	0.3552	10.2131	623	21	24	0.3538	0	3.35
ceod000233	0.3965	5859	0.3439	4.1987	246	12	11	0.3724	0	2.14
ceod000276	0.0179	5652	0.3922	1.7870	101	0	1	0.4554	0	0.13
ceod000295	0.3451	5560	0.3760	6.9245	385	7	12	0.4315	0	1.86
ceod000354	0.4728	5341	0.3960	6.3097	337	6	19	0.4083	0	2.56
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0193	5240	0.3236	1.9275	101	0	1	0.4752	0	0.14
ceod000405	0.0195	5169	0.3641	1.9540	101	0	1	0.4455	0	0.14
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0208	4853	0.3841	2.0812	101	0	1	0.5149	0	0.14
ceod000537	0.1893	4803	0.4044	9.4524	454	6	3	0.4510	0	0.75
ceod000619	0.1751	4614	0.3966	7.1955	332	6	2	0.4554	0	0.67
ceod000635	0.2419	4593	0.3642	7.1195	327	7	4	0.3717	0	1.28
ceod000638	0.6164	4588	0.3933	12.1186	556	18	10	0.4653	0	2.18
ceod000661	0.3340	4536	0.3959	3.4612	157	5	10	0.4396	0	1.97
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.1376	4403	0.4208	9.2891	409	0	6	0.4406	0	0.50
ceod000751	0.1619	4366	0.4024	7.4668	326	3	4	0.3649	0	0.66
ceod000756	0.1622	4359	0.3561	2.6841	117	2	5	0.3989	0	1.02
ceod000808	0.7079	4280	0.3908	6.6121	283	17	13	0.3983	0	3.08
ceod000835	0.0476	4240	0.3816	2.5708	109	1	1	0.5099	0	0.30
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.1449	4181	0.3581	3.1811	133	4	2	0.3762	0	0.85
ceod000922	0.0487	4105	0.3927	2.5822	106	1	1	0.2921	0	0.30
ceod001012	0.0253	3995	0.4165	2.5282	101	0	1	0.4653	0	0.16
ceod001099	0.1035	3902	0.3756	5.2537	205	4	0	0.4752	0	0.44
ceod001120	0.0260	3878	0.3731	2.6044	101	0	1	0.3861	0	0.16
ceod001154	0.0263	3838	0.4140	2.6316	101	1	0	0.3960	0	0.16
ceod001177	0.2108	3814	0.3726	9.8584	376	4	4	0.3923	0	0.73
ceod001201	0.0532	3794	0.4192	5.3242	202	1	1	0.4010	0	0.22
ceod001207	0.0000	3787	0.4203	0.0000	0	0	0	0.0000	-1	0.00
ceod001275	2.4730	3725	0.3667	40.8054	1520	52	39	0.3887	0	5.01
ceod001285	0.5168	3717	0.3737	9.5507	355	15	4	0.4534	0	2.34
ceod001286	0.0543	3717	0.4305	2.9594	110	0	2	0.4604	0	0.32
ceod001296	0.0000	3707	0.3621	0.0000	0	0	0	0.0000	-1	0.00
ceod001300	0.2728	3703	0.3943	4.1318	153	4	6	0.4347	0	1.47
ceod001315	0.0000	3683	0.3971	0.0000	0	0	0	0.0000	-1	0.00
ceod001329	0.0275	3671	0.3905	2.7513	101	1	0	0.4752	0	0.16
ceod001349	0.3602	3645	0.3928	10.3978	379	6	7	0.4136	0	1.26
ceod001352	1.6907	3644	0.3793	6.8606	250	24	37	0.3610	0	7.51
ceod001442	0.8172	3578	0.3907	5.3102	190	16	13	0.4493	0	3.90
ceod001485	0.0757	3542	0.3925	4.7431	168	1	1	0.3713	0	0.36
ceod001491	0.0000	3537	0.3782	0.0000	0	0	0	0.0000	-1	0.00
ceod001507	0.0287	3521	0.3771	2.8685	101	0	1	0.3960	0	0.17
ceod001512	0.1148	3519	0.3970	6.9338	244	2	2	0.4282	0	0.48
ceod001562	0.3485	3478	0.3930	8.3381	290	4	8	0.3969	0	1.62
ceod001598	0.1155	3454	0.3628	5.9351	205	3	1	0.2847	0	0.52
ceod001626	0.0000	3435	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001627	0.1765	3434	0.3620	3.2906	113	6	0	0.3845	0	0.99
ceod001639	1.0018	3426	0.3914	9.1360	313	10	24	0.4610	0	4.42
ceod001662	1.3314	3413	0.4129	13.0384	445	21	24	0.4268	0	5.42
ceod001690	0.0000	3395	0.3779	0.0000	0	0	0	0.0000	-1	0.00
ceod001697	0.8930	3393	0.4162	19.6581	667	15	15	0.4211	0	2.67
ceod001719	1.9716	3381	0.3853	14.9068	504	17	49	0.3705	0	7.30
ceod001738	0.0600	3366	0.3919	3.0600	103	1	1	0.3069	0	0.34
ceod001762	0.7848	3351	0.3941	5.3118	178	7	19	0.3442	0	3.80
ceod001795	0.2733	3326	0.3821	3.6981	123	1	8	0.3443	0	1.48
ceod001807	1.4494	3322	0.3889	16.1951	538	22	26	0.4222	0	4.62
ceod001816	0.0609	3318	0.4057	5.2743	175	0	2	0.4752	0	0.27
