ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0264	8118	0.4114	1.3181	107	2	0	0.4257	0	0.23
ceod000075	0.0271	7449	0.3946	2.7118	202	0	2	0.4010	0	0.16
ceod000084	0.0697	7249	0.3854	3.0901	224	1	4	0.3485	0	0.46
ceod000163	0.0661	6385	0.3649	3.3359	213	2	2	0.4059	0	0.40
ceod000194	0.1987	6100	0.3552	2.6230	160	4	8	0.3309	0	1.39
ceod000233	0.0862	5859	0.3439	3.8744	227	1	4	0.3960	0	0.51
ceod000276	0.0179	5652	0.3922	1.7870	101	0	1	0.4356	0	0.13
ceod000295	0.0182	5560	0.3760	1.8165	101	1	0	0.4356	0	0.13
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0000	5169	0.3641	0.0000	0	0	0	0.0000	-1	0.00
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0624	4853	0.3841	4.6569	226	0	3	0.4653	0	0.30
ceod000537	0.0841	4803	0.4044	4.9344	237	2	2	0.4356	0	0.38
ceod000619	0.0219	4614	0.3966	2.1890	101	0	1	0.3960	0	0.15
ceod000635	0.0000	4593	0.3642	0.0000	0	0	0	0.0000	-1	0.00
ceod000638	0.1541	4588	0.3933	5.1221	235	6	1	0.4144	0	0.70
ceod000661	0.0223	4536	0.3959	2.2266	101	0	1	0.4554	0	0.15
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0000	4403	0.4208	0.0000	0	0	0	0.0000	-1	0.00
ceod000751	0.0463	4366	0.4024	2.3820	104	0	2	0.4455	0	0.30
ceod000756	0.0000	4359	0.3561	0.0000	0	0	0	0.0000	-1	0.00
ceod000808	0.5428	4280	0.3908	5.8879	252	13	10	0.3836	0	3.03
ceod000835	0.0238	4240	0.3816	2.3821	101	1	0	0.4950	0	0.15
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.0725	4181	0.3581	3.0615	128	3	0	0.4092	0	0.43
ceod000922	0.0000	4105	0.3927	0.0000	0	0	0	0.0000	-1	0.00
ceod001012	0.0000	3995	0.4165	0.0000	0	0	0	0.0000	-1	0.00
ceod001099	0.0000	3902	0.3756	0.0000	0	0	0	0.0000	-1	0.00
ceod001120	0.0000	3878	0.3731	0.0000	0	0	0	0.0000	-1	0.00
ceod001154	0.0263	3838	0.4140	2.6316	101	0	1	0.4059	0	0.16
ceod001177	0.0000	3814	0.3726	0.0000	0	0	0	0.0000	-1	0.00
ceod001201	0.0000	3794	0.4192	0.0000	0	0	0	0.0000	-1	0.00
