ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	1.4059	8118	0.4114	6.5287	530	44	69	0.3995	0	8.00
ceod000075	0.6507	7449	0.3946	7.4104	552	22	26	0.3683	0	2.98
ceod000084	1.4780	7249	0.3854	13.8226	1002	39	67	0.4208	0	6.61
ceod000163	1.8509	6385	0.3649	22.4119	1431	52	65	0.3695	0	5.05
ceod000194	1.0302	6100	0.3552	13.5902	829	27	35	0.3872	0	3.42
ceod000233	1.6457	5859	0.3439	20.5154	1202	25	65	0.3778	0	4.71
ceod000276	0.1430	5652	0.3922	2.3178	131	2	6	0.4641	0	1.00
ceod000295	0.6903	5560	0.3760	9.9281	552	12	26	0.4143	0	3.43
ceod000354	0.5295	5341	0.3960	8.1071	433	7	21	0.4314	0	2.28
ceod000362	0.9553	5324	0.4040	7.8512	418	13	38	0.3543	0	4.48
ceod000387	1.4456	5240	0.3236	10.4580	548	31	44	0.4082	0	5.55
ceod000405	1.1809	5169	0.3641	9.8859	511	12	49	0.3504	0	4.73
ceod000408	1.2877	5166	0.3906	9.8529	509	26	40	0.3644	0	4.86
ceod000449	4.0339	5046	0.3898	5.2120	263	74	128	0.4735	0	19.96
ceod000521	0.9242	4853	0.3841	13.2289	642	23	22	0.3470	0	3.77
ceod000537	1.0725	4803	0.4044	12.3465	593	30	21	0.4384	0	4.24
ceod000619	1.7419	4614	0.3966	19.5492	902	28	44	0.4094	0	4.59
ceod000635	1.6630	4593	0.3642	17.2001	790	34	41	0.3688	0	6.25
ceod000638	0.6604	4588	0.3933	15.8893	729	10	20	0.4488	0	1.87
ceod000661	1.6325	4536	0.3959	13.1834	598	31	43	0.3752	0	5.74
ceod000708	0.7208	4449	0.4042	9.1481	407	4	28	0.3338	0	2.86
ceod000727	0.3897	4403	0.4208	9.3118	410	8	9	0.4252	0	1.64
ceod000751	2.9148	4366	0.4024	16.2391	709	38	88	0.4272	0	11.13
ceod000756	0.3939	4359	0.3561	2.7759	121	7	10	0.3885	0	2.45
ceod000808	3.0914	4280	0.3908	24.4159	1045	67	64	0.3838	0	8.02
ceod000835	0.9248	4240	0.3816	21.1792	898	16	23	0.4171	0	2.48
ceod000849	0.7836	4220	0.3936	9.7156	410	11	22	0.4134	0	3.16
ceod000873	0.4348	4181	0.3581	7.2949	305	12	6	0.4180	0	2.16
ceod000922	0.1467	4105	0.3927	8.2339	338	5	1	0.3036	0	0.54
ceod001012	2.6118	3995	0.4165	8.9362	357	42	61	0.3705	0	10.10
ceod001099	1.6202	3902	0.3756	18.2727	713	19	32	0.3646	0	4.31
ceod001120	0.5990	3878	0.3731	10.4177	404	7	16	0.3947	0	2.11
ceod001154	0.0526	3838	0.4140	3.2569	125	0	2	0.3911	0	0.30
ceod001177	1.0593	3814	0.3726	24.2003	923	17	23	0.3824	0	2.66
ceod001201	1.4209	3794	0.4192	16.7897	637	27	27	0.4394	0	6.05
ceod001207	1.7869	3787	0.4203	10.0343	380	33	34	0.5819	0	7.87
ceod001275	9.1689	3725	0.3667	52.6443	1961	171	167	0.4074	1	17.87
ceod001285	1.7651	3717	0.3737	31.6922	1178	21	44	0.3886	0	3.92
ceod001286	0.1087	3717	0.4305	3.9279	146	3	1	0.4257	0	0.59
ceod001296	0.9792	3707	0.3621	10.2239	379	13	23	0.3376	0	3.95
ceod001300	1.3638	3703	0.3943	11.8553	439	15	35	0.4368	0	5.65
ceod001315	0.7681	3683	0.3971	7.3310	270	11	17	0.3253	0	3.17
ceod001329	1.6628	3671	0.3905	11.3593	417	12	44	0.3227	0	6.24
ceod001349	1.6198	3645	0.3928	15.8848	579	18	41	0.4088	0	5.93
ceod001352	3.2621	3644	0.3793	9.4127	343	35	83	0.3575	0	13.12
ceod001442	1.8631	3578	0.3907	5.3382	191	12	54	0.4569	0	9.22
ceod001485	0.9368	3542	0.3925	9.6838	343	16	17	0.3546	0	3.36
ceod001491	2.0040	3537	0.3782	10.5739	374	14	56	0.3389	0	7.73
ceod001507	0.0861	3521	0.3771	3.2945	116	1	2	0.3927	0	0.48
ceod001512	1.5786	3519	0.3970	8.2126	289	13	42	0.3496	0	6.37
ceod001562	2.7593	3478	0.3930	20.6440	718	61	34	0.3798	0	8.95
ceod001598	0.9655	3454	0.3628	10.9438	378	10	23	0.3477	0	3.96
ceod001626	1.2236	3435	0.3681	12.4891	429	17	24	0.4103	0	4.35
ceod001627	1.7111	3434	0.3620	11.7065	402	23	36	0.3645	0	5.94
ceod001639	3.7102	3426	0.3914	8.2312	282	35	91	0.4640	0	18.81
ceod001662	6.7612	3413	0.4129	19.0741	651	60	169	0.4493	0	17.87
ceod001690	0.5052	3395	0.3779	14.6392	497	7	10	0.3856	0	1.52
ceod001697	0.8037	3393	0.4162	12.8795	437	8	19	0.4448	0	2.63
ceod001719	2.7592	3381	0.3853	13.6350	461	18	75	0.3670	0	9.99
ceod001738	0.4326	3366	0.3919	8.0511	271	6	8	0.3324	0	1.76
ceod001762	2.5921	3351	0.3941	10.7729	361	26	60	0.3579	0	10.83
ceod001795	0.6299	3326	0.3821	10.7637	358	9	12	0.3626	0	2.53
ceod001807	7.4488	3322	0.3889	26.3697	876	84	161	0.4163	0	24.63
ceod001816	0.9063	3318	0.4057	10.6389	353	11	19	0.4343	0	3.14
ceod001819	2.4649	3317	0.3920	19.2644	639	19	62	0.4647	0	7.40
