ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0000	8118	0.4114	0.0000	0	0	0	0.0000	-1	0.00
ceod000075	0.0271	7449	0.3946	2.7118	202	0	2	0.3911	0	0.16
ceod000084	0.0000	7249	0.3854	0.0000	0	0	0	0.0000	-1	0.00
ceod000163	0.0475	6385	0.3649	2.2240	142	3	0	0.3432	0	0.34
ceod000194	0.0828	6100	0.3552	2.1148	129	1	4	0.3168	0	0.60
ceod000233	0.1379	5859	0.3439	2.2188	130	2	6	0.3923	0	1.00
ceod000276	0.0000	5652	0.3922	0.0000	0	0	0	0.0000	-1	0.00
ceod000295	0.0182	5560	0.3760	1.8165	101	0	1	0.3663	0	0.13
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0000	5324	0.4040	0.0000	0	0	0	0.0000	-1	0.00
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0391	5169	0.3641	2.0700	107	1	1	0.4505	0	0.27
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0416	4853	0.3841	2.7200	132	1	1	0.4653	0	0.26
ceod000537	0.0210	4803	0.4044	2.1029	101	1	0	0.4653	0	0.14
ceod000619	0.0000	4614	0.3966	0.0000	0	0	0	0.0000	-1	0.00
ceod000635	0.1979	4593	0.3642	2.7433	126	7	2	0.3696	0	1.24
ceod000638	0.0881	4588	0.3933	3.0514	140	2	2	0.4530	0	0.53
ceod000661	0.0000	4536	0.3959	0.0000	0	0	0	0.0000	-1	0.00
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0229	4403	0.4208	2.2939	101	0	1	0.4752	0	0.15
ceod000751	0.0000	4366	0.4024	0.0000	0	0	0	0.0000	-1	0.00
ceod000756	0.0000	4359	0.3561	0.0000	0	0	0	0.0000	-1	0.00
ceod000808	0.0474	4280	0.3908	2.8505	122	2	0	0.3713	0	0.29
ceod000835	0.0000	4240	0.3816	0.0000	0	0	0	0.0000	-1	0.00
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.0000	4181	0.3581	0.0000	0	0	0	0.0000	-1	0.00
ceod000922	0.0000	4105	0.3927	0.0000	0	0	0	0.0000	-1	0.00
ceod001012	0.0000	3995	0.4165	0.0000	0	0	0	0.0000	-1	0.00
ceod001099	0.0000	3902	0.3756	0.0000	0	0	0	0.0000	-1	0.00
ceod001120	0.0260	3878	0.3731	2.6044	101	1	0	0.4158	0	0.16
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	0.0000	3814	0.3726	0.0000	0	0	0	0.0000	-1	0.00
ceod001201	0.0266	3794	0.4192	2.6621	101	1	0	0.4554	0	0.16
ceod001207	0.0000	3787	0.4203	0.0000	0	0	0	0.0000	-1	0.00
ceod001275	0.5160	3725	0.3667	16.2953	607	11	8	0.3856	0	1.63
ceod001285	0.0000	3717	0.3737	0.0000	0	0	0	0.0000	-1	0.00
ceod001286	0.2174	3717	0.4305	6.1609	229	2	6	0.4703	0	1.08
ceod001296	0.0545	3707	0.3621	2.8595	106	1	1	0.4010	0	0.32
ceod001300	0.0546	3703	0.3943	5.4550	202	1	1	0.4010	0	0.23
ceod001315	0.0000	3683	0.3971	0.0000	0	0	0	0.0000	-1	0.00
ceod001329	0.0275	3671	0.3905	2.7513	101	0	1	0.5000	0	0.16
ceod001349	0.2771	3645	0.3928	6.4472	235	5	5	0.4317	0	1.25
ceod001352	0.0000	3644	0.3793	0.0000	0	0	0	0.0000	-1	0.00
ceod001442	0.2823	3578	0.3907	3.7731	135	3	7	0.4832	0	1.56
ceod001485	0.0000	3542	0.3925	0.0000	0	0	0	0.0000	-1	0.00
ceod001491	0.0000	3537	0.3782	0.0000	0	0	0	0.0000	-1	0.00
ceod001507	0.0287	3521	0.3771	2.8685	101	0	1	0.3861	0	0.17
ceod001512	0.0861	3519	0.3970	6.3939	225	3	0	0.3861	0	0.35
ceod001562	0.0000	3478	0.3930	0.0000	0	0	0	0.0000	-1	0.00
ceod001598	0.0000	3454	0.3628	0.0000	0	0	0	0.0000	-1	0.00
ceod001626	0.0000	3435	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001627	0.0000	3434	0.3620	0.0000	0	0	0	0.0000	-1	0.00
ceod001639	0.2064	3426	0.3914	3.2691	112	3	4	0.4979	0	1.16
ceod001662	0.6510	3413	0.4129	9.7568	333	11	11	0.3992	0	3.21
ceod001690	0.0000	3395	0.3779	0.0000	0	0	0	0.0000	-1	0.00
ceod001697	0.0000	3393	0.4162	0.0000	0	0	0	0.0000	-1	0.00
ceod001719	0.0597	3381	0.3853	3.0169	102	1	1	0.3515	0	0.34
ceod001738	0.0000	3366	0.3919	0.0000	0	0	0	0.0000	-1	0.00
ceod001762	0.0000	3351	0.3941	0.0000	0	0	0	0.0000	-1	0.00
ceod001795	0.0000	3326	0.3821	0.0000	0	0	0	0.0000	-1	0.00
ceod001807	0.2432	3322	0.3889	11.9506	397	5	3	0.4233	0	0.75
ceod001816	0.0000	3318	0.4057	0.0000	0	0	0	0.0000	-1	0.00
ceod001819	0.0609	3317	0.3920	3.3162	110	0	2	0.4802	0	0.34
ceod001821	0.0000	3315	0.3870	0.0000	0	0	0	0.0000	-1	0.00
ceod001849	0.0000	3295	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001858	0.1536	3287	0.3973	6.4801	213	1	4	0.3842	0	0.69
ceod001866	0.5852	3279	0.3803	4.7575	156	14	5	0.3825	0	2.92
ceod001885	0.1237	3267	0.3765	7.0095	229	2	2	0.4802	0	0.46
ceod001922	0.0622	3247	0.3650	3.1722	103	1	1	0.3960	0	0.35
ceod001924	0.0000	3247	0.3502	0.0000	0	0	0	0.0000	-1	0.00
ceod001930	0.0000	3242	0.3869	0.0000	0	0	0	0.0000	-1	0.00
ceod001966	0.3133	3224	0.4164	15.2605	492	3	7	0.4465	0	0.88
ceod001970	0.0317	3221	0.3636	3.1667	102	0	1	0.3762	0	0.18
ceod001971	0.0000	3219	0.3871	0.0000	0	0	0	0.0000	-1	0.00
ceod001993	0.0000	3205	0.3705	0.0000	0	0	0	0.0000	-1	0.00
ceod002053	0.0638	3166	0.3765	6.3803	202	1	1	0.4406	0	0.24
ceod002070	0.0000	3158	0.4056	0.0000	0	0	0	0.0000	-1	0.00
ceod002110	0.0000	3135	0.4130	0.0000	0	0	0	0.0000	-1	0.00
ceod002116	0.0968	3130	0.3690	4.5687	143	1	2	0.3795	0	0.48
ceod002137	0.0000	3121	0.4058	0.0000	0	0	0	0.0000	-1	0.00
ceod002203	0.0000	3085	0.3510	0.0000	0	0	0	0.0000	-1	0.00
ceod002208	0.0000	3083	0.3867	0.0000	0	0	0	0.0000	-1	0.00
ceod002238	0.0329	3067	0.3779	3.2931	101	1	0	0.3564	0	0.18
ceod002245	0.0000	3064	0.3981	0.0000	0	0	0	0.0000	-1	0.00
ceod002257	0.0331	3054	0.3795	3.3071	101	0	1	0.4455	0	0.18
ceod002260	0.0000	3051	0.3714	0.0000	0	0	0	0.0000	-1	0.00
ceod002269	0.0000	3048	0.3907	0.0000	0	0	0	0.0000	-1	0.00
ceod002277	0.0000	3043	0.3381	0.0000	0	0	0	0.0000	-1	0.00
ceod002306	0.0000	3027	0.3848	0.0000	0	0	0	0.0000	-1	0.00
ceod002347	0.0000	3009	0.3961	0.0000	0	0	0	0.0000	-1	0.00
ceod002352	0.0000	3004	0.3758	0.0000	0	0	0	0.0000	-1	0.00
