ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	0.0000	8118	0.4114	0.0000	0	0	0	0.0000	-1	0.00
ceod000075	0.0136	7449	0.3946	1.3559	101	0	1	0.4653	0	0.12
ceod000084	0.0139	7249	0.3854	1.3933	101	0	1	0.3762	0	0.12
ceod000163	0.0000	6385	0.3649	0.0000	0	0	0	0.0000	-1	0.00
ceod000194	0.0497	6100	0.3552	3.4426	210	0	3	0.3762	0	0.28
ceod000233	0.2413	5859	0.3439	3.9597	232	2	12	0.4010	0	1.36
ceod000276	0.0000	5652	0.3922	0.0000	0	0	0	0.0000	-1	0.00
ceod000295	0.0182	5560	0.3760	1.8165	101	0	1	0.4158	0	0.13
ceod000354	0.0000	5341	0.3960	0.0000	0	0	0	0.0000	-1	0.00
ceod000362	0.0379	5324	0.4040	2.1037	112	1	1	0.4802	0	0.27
ceod000387	0.0000	5240	0.3236	0.0000	0	0	0	0.0000	-1	0.00
ceod000405	0.0000	5169	0.3641	0.0000	0	0	0	0.0000	-1	0.00
ceod000408	0.0000	5166	0.3906	0.0000	0	0	0	0.0000	-1	0.00
ceod000449	0.0000	5046	0.3898	0.0000	0	0	0	0.0000	-1	0.00
ceod000521	0.0000	4853	0.3841	0.0000	0	0	0	0.0000	-1	0.00
ceod000537	0.0210	4803	0.4044	2.1029	101	1	0	0.4455	0	0.14
ceod000619	0.0000	4614	0.3966	0.0000	0	0	0	0.0000	-1	0.00
ceod000635	0.0660	4593	0.3642	2.4603	113	1	2	0.3762	0	0.43
ceod000638	0.1321	4588	0.3933	2.6155	120	2	4	0.4653	0	0.84
ceod000661	0.0000	4536	0.3959	0.0000	0	0	0	0.0000	-1	0.00
ceod000708	0.0000	4449	0.4042	0.0000	0	0	0	0.0000	-1	0.00
ceod000727	0.0229	4403	0.4208	2.2939	101	0	1	0.4554	0	0.15
ceod000751	0.0000	4366	0.4024	0.0000	0	0	0	0.0000	-1	0.00
ceod000756	0.0000	4359	0.3561	0.0000	0	0	0	0.0000	-1	0.00
ceod000808	0.2603	4280	0.3908	3.5514	152	6	5	0.3852	0	1.53
ceod000835	0.0000	4240	0.3816	0.0000	0	0	0	0.0000	-1	0.00
ceod000849	0.0000	4220	0.3936	0.0000	0	0	0	0.0000	-1	0.00
ceod000873	0.0000	4181	0.3581	0.0000	0	0	0	0.0000	-1	0.00
ceod000922	0.0000	4105	0.3927	0.0000	0	0	0	0.0000	-1	0.00
ceod001012	0.0000	3995	0.4165	0.0000	0	0	0	0.0000	-1	0.00
ceod001099	0.0000	3902	0.3756	0.0000	0	0	0	0.0000	-1	0.00
ceod001120	0.1042	3878	0.3731	2.7076	105	4	0	0.4194	0	0.63
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	0.0000	3814	0.3726	0.0000	0	0	0	0.0000	-1	0.00
ceod001201	0.0000	3794	0.4192	0.0000	0	0	0	0.0000	-1	0.00
ceod001207	0.0000	3787	0.4203	0.0000	0	0	0	0.0000	-1	0.00
ceod001275	0.4881	3725	0.3667	13.5570	505	9	9	0.3812	0	1.47
ceod001285	0.0000	3717	0.3737	0.0000	0	0	0	0.0000	-1	0.00
ceod001286	0.1087	3717	0.4305	3.9010	145	1	3	0.4530	0	0.59
ceod001296	0.0817	3707	0.3621	3.5069	130	2	1	0.4092	0	0.46
ceod001300	0.0000	3703	0.3943	0.0000	0	0	0	0.0000	-1	0.00
ceod001315	0.0000	3683	0.3971	0.0000	0	0	0	0.0000	-1	0.00
ceod001329	0.0550	3671	0.3905	5.5026	202	2	0	0.5050	0	0.23
ceod001349	0.2771	3645	0.3928	9.0261	329	2	8	0.4168	0	1.09
ceod001352	0.0277	3644	0.3793	2.7717	101	0	1	0.3564	0	0.16
ceod001442	0.2823	3578	0.3907	4.9748	178	3	7	0.4634	0	1.34
ceod001485	0.0285	3542	0.3925	2.8515	101	1	0	0.3861	0	0.17
ceod001491	0.0000	3537	0.3782	0.0000	0	0	0	0.0000	-1	0.00
ceod001507	0.0000	3521	0.3771	0.0000	0	0	0	0.0000	-1	0.00
ceod001512	0.0574	3519	0.3970	5.7403	202	2	0	0.3762	0	0.23
ceod001562	0.0000	3478	0.3930	0.0000	0	0	0	0.0000	-1	0.00
ceod001598	0.0000	3454	0.3628	0.0000	0	0	0	0.0000	-1	0.00
ceod001626	0.0000	3435	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001627	0.0294	3434	0.3620	2.9412	101	0	1	0.4752	0	0.17
ceod001639	0.3538	3426	0.3914	6.5090	223	3	9	0.4876	0	1.67
ceod001662	0.3255	3413	0.4129	7.3249	250	4	7	0.4275	0	1.23
ceod001690	0.0000	3395	0.3779	0.0000	0	0	0	0.0000	-1	0.00
ceod001697	0.0000	3393	0.4162	0.0000	0	0	0	0.0000	-1	0.00
ceod001719	0.0896	3381	0.3853	3.0169	102	0	3	0.3432	0	0.51
ceod001738	0.0000	3366	0.3919	0.0000	0	0	0	0.0000	-1	0.00
ceod001762	0.0000	3351	0.3941	0.0000	0	0	0	0.0000	-1	0.00
ceod001795	0.0000	3326	0.3821	0.0000	0	0	0	0.0000	-1	0.00
ceod001807	0.1520	3322	0.3889	9.4822	315	2	3	0.4495	0	0.54
ceod001816	0.0000	3318	0.4057	0.0000	0	0	0	0.0000	-1	0.00
ceod001819	0.0304	3317	0.3920	3.0449	101	0	1	0.4653	0	0.17
ceod001821	0.0000	3315	0.3870	0.0000	0	0	0	0.0000	-1	0.00
ceod001849	0.0000	3295	0.3681	0.0000	0	0	0	0.0000	-1	0.00
ceod001858	0.1536	3287	0.3973	3.2552	107	2	3	0.3822	0	0.85
ceod001866	0.2132	3279	0.3803	4.4831	147	4	3	0.3876	0	1.07
ceod001885	0.1237	3267	0.3765	7.1013	232	3	1	0.4728	0	0.46
ceod001922	0.0000	3247	0.3650	0.0000	0	0	0	0.0000	-1	0.00
ceod001924	0.0000	3247	0.3502	0.0000	0	0	0	0.0000	-1	0.00
ceod001930	0.0000	3242	0.3869	0.0000	0	0	0	0.0000	-1	0.00
ceod001966	0.1880	3224	0.4164	9.0571	292	2	4	0.4472	0	0.65
ceod001970	0.0317	3221	0.3636	3.1667	102	1	0	0.3762	0	0.18
ceod001971	0.0000	3219	0.3871	0.0000	0	0	0	0.0000	-1	0.00
ceod001993	0.0000	3205	0.3705	0.0000	0	0	0	0.0000	-1	0.00
ceod002053	0.1914	3166	0.3765	7.0752	224	6	0	0.4587	0	0.71
ceod002070	0.0320	3158	0.4056	3.1982	101	0	1	0.4455	0	0.18
ceod002110	0.0000	3135	0.4130	0.0000	0	0	0	0.0000	-1	0.00
ceod002116	0.2904	3130	0.3690	4.6326	145	7	2	0.3938	0	1.45
ceod002137	0.0000	3121	0.4058	0.0000	0	0	0	0.0000	-1	0.00
ceod002203	0.0000	3085	0.3510	0.0000	0	0	0	0.0000	-1	0.00
ceod002208	0.0000	3083	0.3867	0.0000	0	0	0	0.0000	-1	0.00
ceod002238	0.1647	3067	0.3779	4.0756	125	3	2	0.3663	0	0.85
ceod002245	0.1319	3064	0.3981	3.7533	115	0	4	0.4802	0	0.69
ceod002257	0.0000	3054	0.3795	0.0000	0	0	0	0.0000	-1	0.00
ceod002260	0.0000	3051	0.3714	0.0000	0	0	0	0.0000	-1	0.00
ceod002269	0.0000	3048	0.3907	0.0000	0	0	0	0.0000	-1	0.00
ceod002277	0.0000	3043	0.3381	0.0000	0	0	0	0.0000	-1	0.00
ceod002306	0.0334	3027	0.3848	3.3366	101	0	1	0.4257	0	0.18
ceod002347	0.0000	3009	0.3961	0.0000	0	0	0	0.0000	-1	0.00
ceod002352	0.0000	3004	0.3758	0.0000	0	0	0	0.0000	-1	0.00
ceod002372	0.3706	2995	0.4311	7.6461	229	0	11	0.3843	0	1.73
ceod002389	0.0338	2985	0.3810	3.3836	101	1	0	0.3267	0	0.18
ceod002390	0.2027	2985	0.3886	4.5561	136	1	5	0.3894	0	1.00
ceod002429	0.0000	2968	0.3679	0.0000	0	0	0	0.0000	-1	0.00
ceod002488	0.0000	2938	0.3857	0.0000	0	0	0	0.0000	-1	0.00
ceod002493	0.0000	2936	0.3718	0.0000	0	0	0	0.0000	-1	0.00
ceod002503	0.0345	2930	0.3849	3.4471	101	1	0	0.4158	0	0.18
ceod002534	0.0000	2910	0.3485	0.0000	0	0	0	0.0000	-1	0.00
ceod002569	0.0000	2893	0.4113	0.0000	0	0	0	0.0000	-1	0.00
ceod002570	0.0698	2893	0.3863	3.5258	102	1	1	0.4406	0	0.37
ceod002574	0.0000	2892	0.3709	0.0000	0	0	0	0.0000	-1	0.00
ceod002640	0.1056	2868	0.3654	7.0781	203	1	2	0.4356	0	0.41
ceod002655	0.0000	2861	0.3509	0.0000	0	0	0	0.0000	-1	0.00
ceod002660	0.0000	2859	0.3403	0.0000	0	0	0	0.0000	-1	0.00
ceod002708	0.0000	2837	0.3413	0.0000	0	0	0	0.0000	-1	0.00
ceod002727	0.0000	2830	0.3619	0.0000	0	0	0	0.0000	-1	0.00
ceod002730	0.2856	2829	0.3715	12.3365	349	3	5	0.4567	0	0.95
ceod002794	0.0000	2801	0.3795	0.0000	0	0	0	0.0000	-1	0.00
ceod002827	0.0000	2786	0.3270	0.0000	0	0	0	0.0000	-1	0.00
ceod002873	0.0000	2770	0.3951	0.0000	0	0	0	0.0000	-1	0.00
ceod002880	0.1459	2769	0.3854	3.9726	110	2	2	0.4406	0	0.73
ceod002893	0.0000	2763	0.3799	0.0000	0	0	0	0.0000	-1	0.00
ceod002912	0.0000	2758	0.3987	0.0000	0	0	0	0.0000	-1	0.00
ceod002939	0.0000	2747	0.3811	0.0000	0	0	0	0.0000	-1	0.00
ceod002953	0.0000	2742	0.3810	0.0000	0	0	0	0.0000	-1	0.00
ceod002955	0.5896	2741	0.4103	4.3780	120	12	4	0.4783	0	2.92
ceod002957	0.0000	2741	0.4061	0.0000	0	0	0	0.0000	-1	0.00
ceod002970	0.0000	2737	0.3738	0.0000	0	0	0	0.0000	-1	0.00
ceod002977	0.0000	2733	0.3679	0.0000	0	0	0	0.0000	-1	0.00
