ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	1.2193	8118	0.4114	6.5657	533	56	42	0.4113	0	6.40
ceod000075	0.6610	7449	0.3946	9.5852	714	17	31	0.3700	0	2.99
ceod000084	1.9778	7249	0.3854	17.7128	1284	43	97	0.4106	0	7.96
ceod000163	2.1930	6385	0.3649	22.7251	1451	65	68	0.3580	0	5.61
ceod000194	1.9248	6100	0.3552	12.0820	737	28	88	0.3832	0	7.67
ceod000233	2.5801	5859	0.3439	20.6691	1211	50	91	0.3750	0	8.24
ceod000276	0.1787	5652	0.3922	2.5832	146	4	6	0.4733	0	1.23
ceod000295	0.6721	5560	0.3760	9.6403	536	17	20	0.4233	0	4.14
ceod000354	0.4160	5341	0.3960	6.3846	341	10	12	0.4239	0	2.34
ceod000362	0.5284	5324	0.4040	4.2637	227	18	10	0.3582	0	2.75
ceod000387	1.3689	5240	0.3236	8.9695	470	29	42	0.4050	0	5.28
ceod000405	0.9516	5169	0.3641	8.2221	425	11	38	0.3702	0	4.41
ceod000408	0.6233	5166	0.3906	10.9369	565	14	18	0.3744	0	2.41
ceod000449	3.4828	5046	0.3898	5.0931	257	47	127	0.4782	0	17.66
ceod000521	1.1308	4853	0.3841	12.9611	629	26	29	0.3552	0	4.48
ceod000537	1.4299	4803	0.4044	15.1988	730	35	33	0.4387	0	5.26
ceod000619	1.6890	4614	0.3966	17.6853	816	30	38	0.4091	0	4.87
ceod000635	2.0211	4593	0.3642	26.2791	1207	52	38	0.3765	0	6.28
ceod000638	0.6358	4588	0.3933	20.0305	919	10	19	0.4333	0	1.76
ceod000661	1.6431	4536	0.3959	14.4621	656	28	46	0.3947	0	5.95
ceod000708	0.4522	4449	0.4042	6.4734	288	5	15	0.3252	0	2.05
ceod000727	0.5049	4403	0.4208	10.8789	479	8	14	0.4374	0	2.13
ceod000751	2.6141	4366	0.4024	14.7732	645	42	71	0.4248	0	9.02
ceod000756	0.2317	4359	0.3561	2.7070	118	7	3	0.3990	0	1.46
ceod000808	2.3362	4280	0.3908	23.6916	1014	55	44	0.3745	0	5.75
ceod000835	0.9024	4240	0.3816	20.8491	884	19	19	0.4119	0	2.22
ceod000849	0.7813	4220	0.3936	5.3791	227	11	22	0.4140	0	3.79
ceod000873	0.6039	4181	0.3581	13.0830	547	18	7	0.3952	0	2.36
ceod000922	0.1476	4105	0.3927	9.9635	409	2	4	0.3696	0	0.52
ceod001012	3.1860	3995	0.4165	10.2879	411	37	89	0.3738	0	11.94
ceod001099	1.2027	3902	0.3756	21.7581	849	9	33	0.3272	0	3.45
ceod001120	0.5469	3878	0.3731	9.6441	374	9	12	0.4055	0	2.21
ceod001154	0.0263	3838	0.4140	2.6316	101	1	0	0.3960	0	0.16
ceod001177	0.8209	3814	0.3726	24.5149	935	14	17	0.3702	0	2.00
ceod001201	1.1969	3794	0.4192	17.1323	650	26	18	0.4624	0	5.31
ceod001207	5.5474	3787	0.4203	14.6290	554	72	136	0.5796	0	22.06
ceod001275	10.7162	3725	0.3667	62.8993	2343	201	194	0.4061	2	18.18
ceod001285	2.4183	3717	0.3737	27.6298	1027	39	50	0.3614	0	6.84
ceod001286	0.2989	3717	0.4305	4.0893	152	2	9	0.4374	0	1.60
ceod001296	1.1910	3707	0.3621	13.6229	505	9	35	0.3508	0	4.85
ceod001300	1.1439	3703	0.3943	10.5050	389	1	41	0.4533	0	5.44
ceod001315	0.7097	3683	0.3971	8.0641	297	5	21	0.3252	0	2.94
ceod001329	1.3756	3671	0.3905	14.6009	536	21	29	0.3303	0	5.76
ceod001349	0.7374	3645	0.3928	15.5007	565	9	18	0.3953	0	2.19
ceod001352	2.9495	3644	0.3793	11.5532	421	34	73	0.3578	0	11.17
ceod001442	1.4380	3578	0.3907	5.3661	192	25	26	0.4436	0	6.97
ceod001485	0.8506	3542	0.3925	9.4015	333	11	19	0.3614	0	3.30
ceod001491	2.0967	3537	0.3782	7.2943	258	27	46	0.3456	0	8.72
ceod001507	0.2869	3521	0.3771	3.4365	121	3	7	0.3792	0	1.62
ceod001512	0.8889	3519	0.3970	8.7241	307	10	21	0.3379	0	3.46
ceod001562	2.6415	3478	0.3930	20.5003	713	44	47	0.3769	0	7.86
ceod001598	1.4010	3454	0.3628	10.5675	365	17	29	0.3437	0	5.29
ceod001626	0.4987	3435	0.3681	15.6914	539	5	12	0.4071	0	1.43
ceod001627	1.6404	3434	0.3620	12.6092	433	28	28	0.3752	0	6.25
ceod001639	3.6544	3426	0.3914	13.0765	448	30	94	0.4653	0	18.43
ceod001662	6.9695	3413	0.4129	20.7735	709	88	148	0.4479	0	18.78
ceod001690	0.5355	3395	0.3779	13.7555	467	12	6	0.4246	0	1.77
ceod001697	0.9823	3393	0.4162	18.6561	633	10	23	0.4038	0	2.64
ceod001719	3.8654	3381	0.3853	13.6054	460	41	89	0.3599	0	13.25
ceod001738	0.1892	3366	0.3919	7.5758	255	6	0	0.3482	0	0.69
ceod001762	1.5965	3351	0.3941	10.9520	367	15	38	0.3521	0	6.36
ceod001795	0.3019	3326	0.3821	9.2303	307	2	8	0.3545	0	1.02
ceod001807	9.4467	3322	0.3889	16.7068	555	141	171	0.4223	0	32.42
ceod001816	1.3930	3318	0.4057	13.7131	455	17	29	0.4501	0	4.65
ceod001819	3.2870	3317	0.3920	16.5511	549	36	72	0.4663	0	10.52
ceod001821	1.4290	3315	0.3870	27.3303	906	15	32	0.3543	0	2.95
ceod001849	0.7357	3295	0.3681	9.7420	321	7	17	0.4563	0	2.47
ceod001858	3.5412	3287	0.3973	44.2044	1453	47	68	0.4174	0	6.93
ceod001866	1.6688	3279	0.3803	29.1247	955	30	24	0.4015	0	4.10
ceod001885	1.7441	3267	0.3765	26.6299	870	22	34	0.3289	0	4.85
ceod001922	1.2744	3247	0.3650	16.8463	547	21	20	0.3666	0	3.96
ceod001924	0.4419	3247	0.3502	12.0419	391	8	6	0.3352	0	1.61
ceod001930	7.3149	3242	0.3869	61.6903	2000	98	121	0.4304	2	11.41
ceod001966	3.3520	3224	0.4164	25.1861	812	50	57	0.4095	0	8.65
