ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	1.2193	8118	0.4114	6.2577	508	39	59	0.4288	0	6.80
ceod000075	0.3796	7449	0.3946	7.4372	554	18	10	0.3709	0	1.69
ceod000084	1.9655	7249	0.3854	21.3409	1547	41	98	0.4187	0	7.46
ceod000163	3.5984	6385	0.3649	24.0407	1535	88	133	0.3684	0	9.66
ceod000194	1.1115	6100	0.3552	19.6230	1197	32	35	0.3789	0	3.48
ceod000233	2.0217	5859	0.3439	25.1408	1473	37	76	0.3773	0	5.11
ceod000276	0.0893	5652	0.3922	2.7070	153	1	4	0.4416	0	0.58
ceod000295	1.2097	5560	0.3760	19.6763	1094	39	25	0.4131	0	6.58
ceod000354	0.7375	5341	0.3960	8.4067	449	11	28	0.4318	0	2.66
ceod000362	0.6965	5324	0.4040	7.3817	393	10	27	0.3720	0	2.90
ceod000387	1.5038	5240	0.3236	9.5420	500	30	48	0.4157	0	5.48
ceod000405	1.0482	5169	0.3641	11.3562	587	11	43	0.3599	0	4.25
ceod000408	0.3515	5166	0.3906	10.0658	520	8	10	0.3856	0	1.40
ceod000449	2.6421	5046	0.3898	5.1328	259	35	97	0.4767	0	14.30
ceod000521	1.7853	4853	0.3841	8.5514	415	38	48	0.3375	0	7.34
ceod000537	1.7454	4803	0.4044	18.4676	887	63	20	0.4423	0	5.44
ceod000619	1.3197	4614	0.3966	13.8058	637	19	42	0.4063	0	4.64
ceod000635	1.8768	4593	0.3642	21.7940	1001	47	37	0.3773	0	5.25
ceod000638	0.3496	4588	0.3933	18.0035	826	2	14	0.4524	0	0.87
ceod000661	1.8338	4536	0.3959	15.6526	710	25	58	0.3997	0	7.31
ceod000708	0.5181	4449	0.4042	9.8224	437	8	15	0.3056	0	2.29
ceod000727	0.5476	4403	0.4208	11.9691	527	12	12	0.4117	0	1.81
ceod000751	3.1809	4366	0.4024	20.4535	893	44	92	0.4092	0	10.50
ceod000756	0.0232	4359	0.3561	2.3170	101	0	1	0.4257	0	0.15
ceod000808	3.0206	4280	0.3908	27.8505	1192	74	54	0.3719	0	7.14
ceod000835	1.0455	4240	0.3816	24.4575	1037	21	23	0.4210	0	2.62
ceod000849	1.0472	4220	0.3936	9.6445	407	11	33	0.4145	0	4.14
ceod000873	0.4348	4181	0.3581	7.6537	320	11	7	0.4081	0	2.18
ceod000922	0.1220	4105	0.3927	4.8477	199	1	4	0.3861	0	0.63
ceod001012	2.6693	3995	0.4165	13.5419	541	34	71	0.3786	0	9.65
ceod001099	1.3954	3902	0.3756	27.6525	1079	16	26	0.3680	0	3.03
ceod001120	0.4688	3878	0.3731	9.9536	386	4	14	0.4015	0	1.77
ceod001154	0.0000	3838	0.4140	0.0000	0	0	0	0.0000	-1	0.00
ceod001177	0.7944	3814	0.3726	24.3576	929	10	20	0.3884	0	1.75
ceod001201	1.2615	3794	0.4192	18.8455	715	24	23	0.4346	0	4.00
ceod001207	9.1479	3787	0.4203	14.7346	558	160	183	0.5771	0	34.90
ceod001275	9.2499	3725	0.3667	59.4362	2214	221	120	0.4049	2	13.91
ceod001285	2.3368	3717	0.3737	26.8765	999	24	62	0.3815	0	5.64
ceod001286	0.7608	3717	0.4305	3.9548	147	4	24	0.4466	0	4.20
ceod001296	0.6771	3707	0.3621	11.0602	410	8	17	0.3402	0	2.31
ceod001300	0.8995	3703	0.3943	13.5296	501	12	21	0.4338	0	3.59
ceod001315	0.4380	3683	0.3971	8.7429	322	4	12	0.3391	0	1.59
ceod001329	1.5162	3671	0.3905	11.4138	419	17	38	0.3289	0	5.52
ceod001349	0.6809	3645	0.3928	20.4390	745	6	19	0.4119	0	1.58
ceod001352	2.7870	3644	0.3793	19.8957	725	20	81	0.3664	0	9.10
ceod001442	2.7359	3578	0.3907	5.3661	192	19	78	0.4587	0	13.36
ceod001485	0.7984	3542	0.3925	9.4579	335	15	13	0.3603	0	3.42
ceod001491	1.5522	3537	0.3782	7.2660	257	18	36	0.3489	0	6.61
ceod001507	0.1434	3521	0.3771	3.5217	124	3	2	0.3842	0	0.80
ceod001512	1.7846	3519	0.3970	32.2819	1136	19	35	0.3599	0	4.34
ceod001562	2.1780	3478	0.3930	24.0656	837	42	33	0.3770	0	6.89
ceod001598	1.6844	3454	0.3628	12.9126	446	8	49	0.3519	0	6.00
ceod001626	0.9167	3435	0.3681	19.9418	685	4	27	0.4073	0	2.49
ceod001627	2.8069	3434	0.3620	11.1532	383	36	61	0.3784	0	10.92
ceod001639	2.5607	3426	0.3914	9.9533	341	13	74	0.4699	0	12.78
ceod001662	11.3536	3413	0.4129	24.7290	844	111	273	0.4600	0	33.58
ceod001690	0.9211	3395	0.3779	23.3284	792	16	15	0.4176	0	2.75
ceod001697	1.5482	3393	0.4162	24.3442	826	18	34	0.3789	0	4.11
ceod001719	2.8923	3381	0.3853	18.9885	642	23	74	0.3638	0	9.26
ceod001738	0.2796	3366	0.3919	12.6560	426	5	4	0.3993	0	0.86
ceod001762	1.5968	3351	0.3941	13.1304	440	10	43	0.3615	0	6.95
ceod001795	0.7213	3326	0.3821	7.8172	260	14	10	0.3527	0	2.80
ceod001807	11.4115	3322	0.3889	27.2426	905	116	260	0.4203	0	33.59
ceod001816	1.2354	3318	0.4057	16.7269	555	11	30	0.4402	0	4.09
ceod001819	3.8616	3317	0.3920	25.2638	838	33	94	0.4636	0	12.64
ceod001821	3.2015	3315	0.3870	28.5068	945	54	51	0.3622	0	7.31
ceod001849	0.9196	3295	0.3681	9.2261	304	7	23	0.4766	0	3.62
ceod001858	4.9516	3287	0.3973	55.0654	1810	76	85	0.4203	2	9.45
ceod001866	1.1104	3279	0.3803	31.5645	1035	17	19	0.4007	0	2.13
ceod001885	1.9810	3267	0.3765	22.6201	739	33	31	0.3419	0	5.74
ceod001922	0.8706	3247	0.3650	18.9406	615	13	15	0.3670	0	2.29
ceod001924	1.0385	3247	0.3502	15.7068	510	22	11	0.3387	0	3.11
ceod001930	10.1919	3242	0.3869	69.2782	2246	154	171	0.4288	3	15.69
ceod001966	2.6628	3224	0.4164	31.5757	1018	31	54	0.4203	0	6.87
ceod001970	1.4753	3221	0.3636	18.9693	611	6	41	0.3910	0	3.77
ceod001971	1.3638	3219	0.3871	33.2712	1071	17	27	0.3517	0	2.68
ceod001993	1.9491	3205	0.3705	11.4509	367	36	27	0.3880	0	8.07
ceod002053	1.8358	3166	0.3765	16.0139	507	16	42	0.3677	0	5.26
ceod002070	0.5747	3158	0.4056	23.4009	739	5	13	0.4191	0	1.23
ceod002110	1.6431	3135	0.4130	10.3668	325	15	36	0.3590	0	5.71
ceod002116	3.1712	3130	0.3690	35.1438	1100	46	52	0.3807	0	7.23
ceod002137	0.9061	3121	0.4058	33.3547	1041	13	15	0.3840	0	1.75
ceod002203	0.2292	3085	0.3510	8.6548	267	6	1	0.3663	0	0.95
ceod002208	3.1450	3083	0.3867	25.3973	783	30	66	0.3402	0	10.59
ceod002238	3.1614	3067	0.3779	45.9733	1410	56	40	0.3837	0	5.09
ceod002245	3.6263	3064	0.3981	34.0078	1042	62	48	0.4423	0	9.80
ceod002257	0.3972	3054	0.3795	11.5914	354	4	8	0.3507	0	1.48
ceod002260	0.7863	3051	0.3714	10.7506	328	9	15	0.4571	0	2.70
ceod002269	0.7726	3048	0.3907	9.1207	278	11	13	0.2776	0	3.33
ceod002277	0.4634	3043	0.3381	18.2057	554	4	10	0.4003	0	1.36
ceod002306	3.9257	3027	0.3848	52.0648	1576	31	87	0.3900	1	5.91
ceod002347	2.5078	3009	0.3961	21.3360	642	44	31	0.3735	0	8.17
ceod002352	2.9854	3004	0.3758	35.5193	1067	37	52	0.3720	0	5.68
ceod002372	1.8748	2995	0.4311	19.0651	571	9	46	0.4135	0	7.15
ceod002389	0.2030	2985	0.3810	7.2697	217	1	5	0.3515	0	0.89
ceod002390	2.5980	2985	0.3886	37.8224	1129	49	28	0.3915	0	5.92
ceod002429	4.5970	2968	0.3679	41.2399	1224	68	67	0.3750	0	10.36
ceod002488	0.5129	2938	0.3857	14.1933	417	8	7	0.3736	0	1.73
ceod002493	1.2670	2936	0.3718	11.0014	323	9	28	0.3837	0	5.30
ceod002503	4.3631	2930	0.3849	53.1741	1558	46	82	0.3620	1	8.09
ceod002534	0.2014	2910	0.3485	10.4467	304	4	2	0.4653	0	0.65
ceod002569	1.5710	2893	0.4113	10.7501	311	16	29	0.3567	0	6.42
ceod002570	1.3477	2893	0.3863	28.8973	836	27	11	0.3523	0	2.81
ceod002574	7.3358	2892	0.3709	85.4080	2470	74	107	0.4321	2	15.39
ceod002640	1.3054	2868	0.3654	20.1883	579	17	20	0.3516	0	3.15
ceod002655	2.6319	2861	0.3509	46.6620	1335	24	51	0.3418	0	4.45
ceod002660	3.6932	2859	0.3403	13.5712	388	37	68	0.3678	0	11.32
ceod002708	0.6792	2837	0.3413	12.1255	344	4	15	0.3533	0	1.98
ceod002727	1.6060	2830	0.3619	8.9753	254	6	39	0.3710	0	7.34
ceod002730	2.2071	2829	0.3715	23.4712	664	42	20	0.4355	0	7.81
ceod002794	1.1446	2801	0.3795	14.8875	417	10	22	0.2928	0	3.11
ceod002827	5.8744	2786	0.3270	32.6274	909	52	102	0.3918	0	13.25
ceod002873	2.1513	2770	0.3951	29.7834	825	29	30	0.3610	0	4.43
ceod002880	1.1307	2769	0.3854	26.2189	726	13	18	0.4047	0	2.54
ceod002893	1.2092	2763	0.3799	31.8132	879	15	18	0.4041	0	2.37
ceod002912	0.0000	2758	0.3987	0.0000	0	0	0	0.0000	-1	0.00
