ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ceod000050	1.5179	8118	0.4114	5.9374	482	50	72	0.4065	0	8.45
ceod000075	0.8260	7449	0.3946	8.8737	661	27	34	0.3582	0	3.60
ceod000084	2.2439	7249	0.3854	12.6086	914	62	99	0.4147	0	10.05
ceod000163	2.0984	6385	0.3649	20.6578	1319	65	59	0.3599	0	5.96
ceod000194	1.6913	6100	0.3552	19.0984	1165	46	56	0.3617	0	5.48
ceod000233	3.6423	5859	0.3439	25.1749	1475	84	114	0.3662	0	10.17
ceod000276	0.1251	5652	0.3922	2.6539	150	5	2	0.4540	0	0.85
ceod000295	0.6721	5560	0.3760	9.8561	548	17	20	0.4164	0	3.98
ceod000354	0.4349	5341	0.3960	6.3471	339	6	17	0.4158	0	2.19
ceod000362	1.0789	5324	0.4040	6.4237	342	15	42	0.3577	0	4.78
ceod000387	1.6387	5240	0.3236	8.9504	469	42	43	0.4045	0	6.20
ceod000405	0.9743	5169	0.3641	7.1967	372	19	32	0.3411	0	4.53
ceod000408	0.9940	5166	0.3906	10.5110	543	28	23	0.3603	0	3.71
ceod000449	2.6758	5046	0.3898	4.9941	252	45	89	0.4762	0	13.67
ceod000521	1.6342	4853	0.3841	10.6120	515	36	43	0.3310	0	7.07
ceod000537	1.1355	4803	0.4044	17.0935	821	36	18	0.4358	0	3.76
ceod000619	1.1355	4614	0.3966	17.3819	802	16	30	0.3963	0	3.18
ceod000635	1.6921	4593	0.3642	18.7895	863	39	38	0.3687	0	5.29
ceod000638	0.6136	4588	0.3933	19.7908	908	17	11	0.4351	0	1.51
ceod000661	2.4533	4536	0.3959	13.6023	617	48	63	0.3911	0	10.26
ceod000708	0.5819	4449	0.4042	7.1027	316	8	18	0.3204	0	2.49
ceod000727	0.5044	4403	0.4208	10.1067	445	8	14	0.4001	0	1.94
ceod000751	3.6319	4366	0.4024	16.9033	738	67	90	0.4099	0	13.33
ceod000756	0.1159	4359	0.3561	2.8217	123	1	4	0.3921	0	0.72
ceod000808	2.5014	4280	0.3908	24.3925	1044	63	43	0.3783	0	6.25
